string_field_0,string_field_2,string_field_3,string_field_45,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_44,string_field_43,string_field_5
Other Asia,25-29,41435,"$20,000 - $40,000",,JavaScript,CSS,PHP,Python,,SQL,C#,,C,Perl,,,I'm not happy in my job,Linux,Mid Sized (100-999)
Africa,30-34,11,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,,,,,,,,I enjoy going to work,Linux,"Other (not working, consultant, etc.)"
United Kingdom,20-24,41310,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,,,,,,,It pays the bills,Linux,Start Up (1-25)
Australia,20-24,41310,"$60,000 - $80,000",Java,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United States of America,30-34,41310,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Other Europe,30-34,41310,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United Kingdom,30-34,41435,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,25-29,41435,"$60,000 - $80,000",,JavaScript,CSS,PHP,Python,,SQL,,,,,,,I enjoy going to work,Windows XP,Start Up (1-25)
United States of America,35-39,11,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Other Europe,35-39,11,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
Canada,35-39,41435,"$80,000 - $100,000",,,,,,,,,,,,,VB .NET,I enjoy going to work,Windows XP,Mature Small Business (25-100)
United States of America,30-34,41435,"$100,000 - $120,000",Java,JavaScript,CSS,,Python,,SQL,,,,,,,It pays the bills,Mac OS X,"Fortune 1000 (1,000+)"
Australasia,30-34,41435,"$100,000 - $120,000",Java,JavaScript,,,,Ruby,,,,,,,,So happy it hurts,Mac OS X,Start Up (1-25)
United States of America,30-34,11,"$120,000 - $140,000",,JavaScript,CSS,,,,,C#,,,,,,So happy it hurts,Windows 7,Mature Small Business (25-100)
United States of America,20-24,41435,"<$20,000",,JavaScript,CSS,PHP,,,,,,,,,Lua,I enjoy going to work,Windows XP,Start Up (1-25)
United States of America,51-60,11,">$140,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,So happy it hurts,Windows XP,Start Up (1-25)
Canada,25-29,41435,"$20,000 - $40,000",,,CSS,PHP,,,SQL,,,,,,ASP,I'm not happy in my job,Windows XP,Mature Small Business (25-100)
Other Europe,35-39,41435,"$20,000 - $40,000",,JavaScript,CSS,,,,SQL,C#,,,,,HTML,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,25-29,41435,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,30-34,41310,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,,,,,,,It pays the bills,Mac OS X,Start Up (1-25)
Africa,25-29,41310,"$40,000 - $60,000",,,,,,,,C#,,,,,"VBA, Coldfusion",I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,25-29,41435,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,,,,,,,I enjoy going to work,Windows XP,Mature Small Business (25-100)
United Kingdom,35-39,11,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,SQL,,,,,,Objective-C,It pays the bills,Windows 7,Mature Small Business (25-100)
Canada,25-29,41310,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,51-60,11,"$80,000 - $100,000",,JavaScript,CSS,,Python,,,,,C,Perl,,Maya MEL,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,30-34,41435,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,35-39,11,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Other Asia,25-29,41435,"$80,000 - $100,000",Java,,CSS,,,,SQL,C#,C++,C,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,35-39,11,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,English,It pays the bills,Mac OS X,"Fortune 1000 (1,000+)"
United States of America,30-34,11,"$100,000 - $120,000",,,CSS,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,"Fortune 1000 (1,000+)"
United States of America,51-60,11,"$100,000 - $120,000",,JavaScript,CSS,,,Ruby,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United States of America,35-39,11,"$100,000 - $120,000",,JavaScript,CSS,PHP,,,,C#,,,,,,It pays the bills,Linux,Start Up (1-25)
United States of America,< 20,41435,,Java,JavaScript,CSS,PHP,Python,,,C#,,C,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
Mexico,20-24,41310,"<$20,000",Java,JavaScript,CSS,PHP,,,,,C++,C,,,,So happy it hurts,Windows 7,Start Up (1-25)
Middle East,20-24,41435,"<$20,000",Java,,,,,Ruby,SQL,,C++,C,,,,It pays the bills,Linux,Start Up (1-25)
Other Europe,20-24,41435,"<$20,000",Java,JavaScript,CSS,PHP,Python,,SQL,,,C,Perl,,Haskell,I enjoy going to work,Linux,Start Up (1-25)
South America,25-29,41435,"<$20,000",,JavaScript,CSS,PHP,Python,,SQL,,,,,,,It pays the bills,Windows 7,Start Up (1-25)
United Kingdom,35-39,11,">$140,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
Other Europe,30-34,41435,"$40,000 - $60,000",Java,,CSS,,Python,,SQL,,,,,,,I enjoy going to work,Linux,Start Up (1-25)
United States of America,30-34,11,"$40,000 - $60,000",Java,,,PHP,,,SQL,C#,,C,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United Kingdom,30-34,11,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Start Up (1-25)
United States of America,30-34,11,"$60,000 - $80,000",,,CSS,PHP,,Ruby,,,,,,,,It pays the bills,Mac OS X,"Other (not working, consultant, etc.)"
Other Asia,40-50,11,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,Ruby,SQL,,,C,Perl,,,I enjoy going to work,Linux,Mid Sized (100-999)
United States of America,30-34,41435,"$60,000 - $80,000",,JavaScript,,,,,SQL,C#,,,,,,I enjoy going to work,,"Fortune 1000 (1,000+)"
United States of America,30-34,41310,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,40-50,11,Student / Unemployed,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,I'm not happy in my job,Windows 7,"Other (not working, consultant, etc.)"
Other Europe,< 20,41310,Student / Unemployed,,JavaScript,CSS,PHP,,,,,C++,,,,Haskell,I enjoy going to work,Windows Vista,Student
Other Europe,20-24,41310,,,,,,,,,,,,,,,,,Mature Small Business (25-100)
Other Europe,< 20,<2,"<$20,000",,,,,,,,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United Kingdom,30-34,11,">$140,000",Java,JavaScript,CSS,,,,,C#,,,,,,So happy it hurts,Windows 7,Start Up (1-25)
Other Europe,30-34,11,"$20,000 - $40,000",Java,,,,,,,,,,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
United Kingdom,25-29,41435,"$40,000 - $60,000",Java,JavaScript,CSS,,,,SQL,C#,,,,,,I'm not happy in my job,Windows 7,Start Up (1-25)
United States of America,25-29,41310,"$40,000 - $60,000",,JavaScript,CSS,PHP,,Ruby,SQL,,C++,,,,,It pays the bills,Linux,Mature Small Business (25-100)
United States of America,25-29,11,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,20-24,41310,"$40,000 - $60,000",Java,JavaScript,CSS,,Python,,SQL,,,,,,,I enjoy going to work,Windows XP,Start Up (1-25)
Canada,25-29,41435,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Start Up (1-25)
United States of America,30-34,11,"$60,000 - $80,000",,JavaScript,CSS,,Python,,SQL,C#,,,,,"F#, VB",I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
Netherlands,35-39,11,"$80,000 - $100,000",,JavaScript,CSS,PHP,Python,,SQL,,,,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
United States of America,20-24,41310,"$80,000 - $100,000",,JavaScript,CSS,PHP,Python,,SQL,C#,,C,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United States of America,20-24,41435,"$80,000 - $100,000",Java,JavaScript,CSS,,,,,C#,C++,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
Central America,30-34,41435,"$80,000 - $100,000",Java,JavaScript,CSS,,,,SQL,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,30-34,11,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,35-39,11,"$100,000 - $120,000",,,,,,,SQL,C#,,,,,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
Russia,25-29,41310,"<$20,000",,,,,,,,C#,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
United States of America,< 20,41435,">$140,000",,JavaScript,CSS,PHP,,,SQL,,,,,,,So happy it hurts,Mac OS X,Mature Small Business (25-100)
India,30-34,41310,"$20,000 - $40,000",,,,,,Ruby,,C#,,,,,,It pays the bills,Windows XP,Mid Sized (100-999)
Other Asia,20-24,41435,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,,,,So happy it hurts,Mac OS X,Start Up (1-25)
Other Europe,25-29,11,"$20,000 - $40,000",,JavaScript,CSS,PHP,,,,,,,,,Java,It pays the bills,Windows XP,Mid Sized (100-999)
United Kingdom,25-29,41310,"$20,000 - $40,000",,JavaScript,CSS,,,,,C#,,,,,"VB.NET, HTML",I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,25-29,41435,"$40,000 - $60,000",Java,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
Netherlands,30-34,11,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,So happy it hurts,Windows 7,Start Up (1-25)
United States of America,25-29,41435,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,C,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United Kingdom,25-29,41435,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,VB.Net,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,25-29,41435,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,SQL,C#,C++,,Perl,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United States of America,25-29,11,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,Perl,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,35-39,41435,"$100,000 - $120,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
Australia,30-34,11,"$120,000 - $140,000",,JavaScript,CSS,PHP,,,,,,,,,,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
Middle East,25-29,41435,Student / Unemployed,,JavaScript,CSS,,Python,,SQL,,C++,C,,,,I enjoy going to work,Windows XP,Start Up (1-25)
United States of America,20-24,41310,,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
Middle East,25-29,41435,,,JavaScript,,,,,,C#,,,,,,It pays the bills,Windows Vista,"Fortune 1000 (1,000+)"
Other Europe,25-29,11,"<$20,000",Java,JavaScript,CSS,,Python,,,,C++,C,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
United Kingdom,20-24,41310,">$140,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
Netherlands,25-29,41435,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United Kingdom,25-29,41435,"$20,000 - $40,000",,JavaScript,CSS,,,,SQL,C#,,,,,"VB, HTML",I enjoy going to work,Windows 7,Mature Small Business (25-100)
South America,30-34,11,"$20,000 - $40,000",,JavaScript,CSS,,,,SQL,C#,,,,,"ASP, Delphi",So happy it hurts,Windows 7,Start Up (1-25)
Other Europe,25-29,41310,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
France,30-34,11,"$40,000 - $60,000",Java,JavaScript,CSS,,,,,,,,,,,I enjoy going to work,Linux,Mid Sized (100-999)
Canada,25-29,41435,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,,So happy it hurts,Linux,Start Up (1-25)
Other Europe,30-34,41435,"$40,000 - $60,000",Java,JavaScript,,PHP,,,SQL,C#,C++,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
Other Europe,25-29,41435,"$60,000 - $80,000",,JavaScript,CSS,,Python,,SQL,C#,,,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
Australasia,40-50,11,"$80,000 - $100,000",,,,,,,,C#,,,,,delphi,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Canada,35-39,11,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,,,,,,,,,,So happy it hurts,Windows 7,Mid Sized (100-999)
United States of America,40-50,11,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mature Small Business (25-100)
Canada,35-39,41435,"$80,000 - $100,000",,JavaScript,CSS,,Python,Ruby,SQL,,,,,,"Java, AS1-3, Flex",I enjoy going to work,Mac OS X,"Other (not working, consultant, etc.)"
United States of America,25-29,41435,"$100,000 - $120,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows Vista,Mature Small Business (25-100)
United States of America,40-50,11,"$100,000 - $120,000",,JavaScript,CSS,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Start Up (1-25)
United States of America,35-39,11,"$100,000 - $120,000",,,,,,,SQL,,,C,Perl,,Shell,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
United Kingdom,30-34,41435,,,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,30-34,11,,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,It pays the bills,Windows XP,Mature Small Business (25-100)
Other Europe,20-24,41310,,,,CSS,PHP,,,SQL,,,,,,,,Windows 7,Start Up (1-25)
United States of America,25-29,<2,"<$20,000",,,,,,,,,,,,,ColdFusion,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
United States of America,20-24,41310,"$20,000 - $40,000",,,,,Python,,SQL,,C++,,,,vb.net,It pays the bills,Windows 7,Mature Small Business (25-100)
Russia,25-29,41435,"$20,000 - $40,000",,JavaScript,CSS,,,,,C#,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
United States of America,25-29,41435,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,It pays the bills,Windows 7,Start Up (1-25)
United Kingdom,25-29,41435,"$40,000 - $60,000",Java,JavaScript,,,Python,,SQL,,,C,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,25-29,11,"$100,000 - $120,000",Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,,,,FML,Mac OS X,Mature Small Business (25-100)
United States of America,51-60,11,"$120,000 - $140,000",Java,JavaScript,,,Python,,SQL,,C++,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
Mexico,30-34,11,"$20,000 - $40,000",Java,JavaScript,,,,,SQL,,,,,,,It pays the bills,Windows XP,Mature Small Business (25-100)
Mexico,20-24,41310,"$40,000 - $60,000",,JavaScript,,,,Ruby,,C#,,,,,,So happy it hurts,Linux,Mature Small Business (25-100)
Other Europe,25-29,41435,"$40,000 - $60,000",Java,JavaScript,CSS,,Python,,SQL,,,,,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
United Kingdom,20-24,41310,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
Other Europe,25-29,41435,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,Perl,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
Other Asia,25-29,41310,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,Python,,,,,C,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
United States of America,25-29,41435,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mature Small Business (25-100)
United Kingdom,20-24,41310,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Start Up (1-25)
United States of America,25-29,11,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Canada,25-29,11,"$60,000 - $80,000",,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,It pays the bills,Windows 7,Mature Small Business (25-100)
United States of America,30-34,41435,"$80,000 - $100,000",Java,JavaScript,CSS,,,,SQL,,,,,,,I'm not happy in my job,Windows 7,Mature Small Business (25-100)
United States of America,25-29,41310,"$80,000 - $100,000",,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,I enjoy going to work,Mac OS X,Mid Sized (100-999)
United States of America,25-29,41435,"$80,000 - $100,000",,JavaScript,CSS,,Python,Ruby,SQL,,,,,,,I enjoy going to work,Linux,Start Up (1-25)
United States of America,< 20,41435,Student / Unemployed,,JavaScript,CSS,,,,SQL,C#,,,,,HTML,So happy it hurts,Windows 7,Start Up (1-25)
Other Europe,25-29,41435,"<$20,000",,JavaScript,CSS,PHP,,,SQL,,C++,C,,,,It pays the bills,Windows XP,Start Up (1-25)
India,20-24,41310,"<$20,000",Java,,,,,,,,,,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
United States of America,25-29,41435,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,Mature Small Business (25-100)
United Kingdom,20-24,41310,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,,,,,,VB.NET,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,30-34,41435,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,20-24,41310,"$80,000 - $100,000",Java,JavaScript,,,,,SQL,C#,,C,,,,So happy it hurts,Windows 7,Start Up (1-25)
Africa,51-60,11,"$100,000 - $120,000",,,,PHP,,,SQL,,,,,None,,I enjoy going to work,Linux,Mature Small Business (25-100)
Other Europe,20-24,41435,,Java,,CSS,,,Ruby,,C#,C++,,,,,,Linux,Student
India,25-29,41310,,,JavaScript,CSS,,,,SQL,C#,,,,,.NET,I enjoy going to work,Windows XP,Mid Sized (100-999)
India,25-29,41310,"<$20,000",,JavaScript,,,,,SQL,C#,,,,,,I'm not happy in my job,Windows 7,"Fortune 1000 (1,000+)"
United Kingdom,35-39,11,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,VB.NET,I'm not happy in my job,Windows 7,"Fortune 1000 (1,000+)"
United States of America,35-39,11,"$60,000 - $80,000",Java,,,,Python,,SQL,,,,Perl,,,I enjoy going to work,Mac OS X,"Fortune 1000 (1,000+)"
United States of America,25-29,11,"$80,000 - $100,000",,,,,,,SQL,C#,,,,,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
United States of America,25-29,41310,Student / Unemployed,,JavaScript,,,,,SQL,C#,,,,,,I'm not happy in my job,Windows 7,"Other (not working, consultant, etc.)"
Middle East,< 20,41310,Student / Unemployed,,JavaScript,CSS,,,,SQL,C#,,,,,,FML,Windows 7,"Other (not working, consultant, etc.)"
United States of America,30-34,11,,,,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Other Asia,20-24,41435,"<$20,000",,JavaScript,CSS,PHP,,,SQL,,C++,,,,,I enjoy going to work,Linux,Mature Small Business (25-100)
South America,20-24,41435,"<$20,000",,JavaScript,CSS,,Python,,SQL,,,C,,,,So happy it hurts,Linux,"Fortune 1000 (1,000+)"
South America,25-29,41435,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,SQL,,,C,,,,I'm not happy in my job,Windows XP,"Fortune 1000 (1,000+)"
Middle East,20-24,<2,"$20,000 - $40,000",,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,25-29,<2,"$40,000 - $60,000",Java,,,,,,,,,,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
Australia,40-50,41310,"$40,000 - $60,000",Java,JavaScript,,PHP,,,SQL,,,,,,coldfusion,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
South America,20-24,41310,"<$20,000",,,,PHP,,,,,,,,,,It pays the bills,Linux,Start Up (1-25)
Australia,25-29,41310,"$60,000 - $80,000",,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,It pays the bills,Linux,Mid Sized (100-999)
United States of America,25-29,41310,"$80,000 - $100,000",Java,JavaScript,CSS,,Python,,SQL,C#,,,,,,It pays the bills,Linux,Mid Sized (100-999)
United Kingdom,30-34,41435,"$100,000 - $120,000",,JavaScript,,,,,,C#,C++,,,,Java,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
United States of America,< 20,41310,Student / Unemployed,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,I enjoy going to work,Mac OS X,Student
India,25-29,41310,,Java,,,,,,,,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,20-24,41435,,Java,JavaScript,CSS,,Python,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Other Europe,20-24,41310,"<$20,000",Java,JavaScript,CSS,,Python,Ruby,SQL,,,,,,Ruby,I enjoy going to work,Linux,Start Up (1-25)
France,20-24,41435,"<$20,000",,JavaScript,CSS,PHP,,,SQL,,,,,,,I enjoy going to work,Linux,Start Up (1-25)
Other Asia,25-29,41310,"<$20,000",,JavaScript,CSS,PHP,,,SQL,,,,,,,It pays the bills,Linux,Start Up (1-25)
Other Europe,20-24,41310,"$20,000 - $40,000",,JavaScript,CSS,,,,,,,,,,,It pays the bills,Windows 7,Start Up (1-25)
United States of America,25-29,41310,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
United States of America,25-29,41435,"$120,000 - $140,000",Java,JavaScript,CSS,,Python,,SQL,,,,,,,I'm not happy in my job,Linux,"Fortune 1000 (1,000+)"
Other Europe,30-34,41435,,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,,,,"lisp,scheme,clojure,bash",It pays the bills,Linux,"Other (not working, consultant, etc.)"
Australasia,25-29,41310,"$40,000 - $60,000",Java,JavaScript,CSS,,,,,,,,,,,It pays the bills,Mac OS X,Mid Sized (100-999)
United States of America,30-34,41435,"$40,000 - $60,000",Java,JavaScript,,,,,SQL,C#,,,,,LabVIEW,I enjoy going to work,Linux,Mature Small Business (25-100)
United States of America,20-24,41310,"$40,000 - $60,000",Java,,,,,,,C#,C++,,,,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
