string_field_2,string_field_3,string_field_0,string_field_100,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_99,string_field_81,string_field_5
< 20,6/10/2013,United States of America,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,,,I enjoy going to work,Windows 8,1/25/2013
30-34,6/10/2013,United States of America,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
30-34,11,Other Europe,"$40,000 - $60,000",,,,,JavaScript,,,,,,Python,,,,I enjoy going to work,Mac OS X,26-100
40-50,11,United States of America,"$80,000 - $100,000",,,C#,,,,,,,,,,SQL,,It's a paycheck,Windows 7,26-100
30-34,6/10/2013,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,AngularJS,I enjoy going to work,Windows 7,101-999
30-34,6/10/2013,United States of America,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,"1,000-3,000"
30-34,11,South America,"$40,000 - $60,000",C,,,,JavaScript,,,,,PHP,Python,,SQL,Mootools,I enjoy going to work,Linux,1/25/2013
30-34,6/10/2013,United Kingdom,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,I enjoy going to work,Mac OS X,1/25/2013
25-29,2/5/2013,United States of America,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,Python,,,,I enjoy going to work,Windows 7,26-100
30-34,6/10/2013,United States of America,"$40,000 - $60,000",,,C#,,,,,,,,,,SQL,,Love my job,Windows 7,1/25/2013
30-34,11,Germany,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
40-50,11,United States of America,">$140,000",,C++,C#,,,,,,,,,,,,Love my job,Windows 7,26-100
25-29,<2,Netherlands,"$20,000 - $40,000",,,C#,,,,,,,,,,,VB6/VBA,I'm not happy in my job,Windows 7,101-999
25-29,6/10/2013,Australia,"$80,000 - $100,000",,,C#,,,,,,,,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
25-29,6/10/2013,India,Rather not say,,,,,,,,,,,,,SQL,PERL,It's a paycheck,Linux,3001
25-29,6/10/2013,Middle East,"$80,000 - $100,000",C,,,Java,,,,,,,Python,,,,I enjoy going to work,Windows 7,101-999
30-34,11,United States of America,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Other,101-999
20-24,2/5/2013,United States of America,"$40,000 - $60,000",,,C#,,,,,,,PHP,,,SQL,,I'm not happy in my job,Windows 7,101-999
35-39,11,Other Europe,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,Love my job,Linux,1/25/2013
51-60,11,France,"$100,000 - $120,000",C,C++,,,,,,,,,,,,erlang,Love my job,Windows XP,3001
30-34,11,United States of America,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
30-34,6/10/2013,Other Europe,"$40,000 - $60,000",C,C++,,Java,,,,,,,Python,,,,I'm not happy in my job,Windows XP,101-999
20-24,2/5/2013,United States of America,"$40,000 - $60,000",,,,,,,,,,,Python,,SQL,,Love my job,Linux,26-100
20-24,2/5/2013,France,Student / Unemployed,,,,,JavaScript,,,,,,Python,,,,I wish I had a job!,Linux,1/25/2013
20-24,<2,United States of America,Student / Unemployed,C,,,Java,,,,,Objective-C,,Python,,,,It's a paycheck,Mac OS X,1/25/2013
25-29,11,Italy,"<$20,000",C,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 8,1/25/2013
20-24,6/10/2013,Other Europe,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Windows 7,1/25/2013
35-39,11,Netherlands,"$20,000 - $40,000",,,,,,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
>60,11,United States of America,"$120,000 - $140,000",,,,,,,,,,,,,,Mathematica,Love my job,Mac OS X,101-999
25-29,11,Other Europe,Rather not say,C,,,,,,,,,,,,,matlab,It's a paycheck,Linux,26-100
30-34,6/10/2013,Canada,Student / Unemployed,,,,Java,JavaScript,jQuery,,,,,,Ruby,SQL,,Love my job,Mac OS X,1/25/2013
40-50,11,Other Asia,Rather not say,C,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,RealStudio,I'm not happy in my job,Mac OS X,1/25/2013
20-24,2/5/2013,Mexico,Student / Unemployed,C,C++,,,JavaScript,,,,,PHP,,,SQL,,I enjoy going to work,Linux,"Other (not working, consultant, etc.)"
25-29,2/5/2013,India,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,,,Love my job,Windows 7,101-999
20-24,2/5/2013,United States of America,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,PHP,,,,,I enjoy going to work,Mac OS X,26-100
25-29,6/10/2013,United States of America,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,,,It's a paycheck,Windows 7,3001
20-24,2/5/2013,United States of America,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,,,It's a paycheck,Windows 7,26-100
51-60,11,United States of America,Rather not say,,,,Java,JavaScript,,,,,,Python,,,,It's a paycheck,Windows 7,1/25/2013
30-34,11,Canada,"$80,000 - $100,000",,,C#,Java,JavaScript,jQuery,JQuery,,,PHP,,,SQL,ColdFusion,I'm not happy in my job,Windows 7,1/25/2013
< 20,2/5/2013,Canada,Student / Unemployed,,,,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,,I wish I had a job!,Linux,1/25/2013
25-29,2/5/2013,Australasia,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,,,I enjoy going to work,Windows 7,101-999
25-29,6/10/2013,United States of America,">$140,000",,C++,,,,,,,,,Python,,SQL,,I enjoy going to work,Linux,"1,000-3,000"
40-50,11,United States of America,Rather not say,,C++,,Java,,,,,,,,,,,It's a paycheck,Mac OS X,"Other (not working, consultant, etc.)"
30-34,6/10/2013,Germany,"$40,000 - $60,000",,,,Java,,,,,,,,,SQL,,Hate my job,Windows 7,101-999
25-29,6/10/2013,Russia,"<$20,000",,,,Java,,,,,,,,,,"Scala, OpenGL, Play Framework 2, MongoDB",I enjoy going to work,Windows 7,101-999
30-34,11,Australia,"$60,000 - $80,000",,,C#,,,,,,,,,,,,It's a paycheck,Windows 8,1/25/2013
25-29,6/10/2013,Other Europe,"<$20,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I'm not happy in my job,Windows 7,101-999
51-60,11,United States of America,Rather not say,,,C#,,JavaScript,,,,,,,,SQL,,Love my job,Windows 7,101-999
30-34,6/10/2013,Germany,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,AutoIT,I enjoy going to work,Windows 7,101-999
30-34,6/10/2013,United States of America,Rather not say,,,C#,,,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
20-24,2/5/2013,France,"$40,000 - $60,000",,,,Java,,,,,,,,,,,I enjoy going to work,Windows 7,101-999
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
25-29,6/10/2013,Germany,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,Germany,,,,,,,,,,,,,,,,,,
30-34,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
35-39,6/10/2013,United Kingdom,,,,,,,,,,,,,,,,,,
,,Other Europe,,,,,,,,,,,,,,,,,,
25-29,<2,United States of America,,,,,,,,,,,,,,,,,,
25-29,6/10/2013,Germany,,,,,,,,,,,,,,,,,,
< 20,2/5/2013,United Kingdom,,,,,,,,,,,,,,,,,,
25-29,6/10/2013,United Kingdom,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,United Kingdom,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,Italy,,,,,,,,,,,,,,,,,,
,,India,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,India,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,India,,,,,,,,,,,,,,,,,,
,,Africa,,,,,,,,,,,,,,,,,,
25-29,<2,India,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
20-24,6/10/2013,Middle East,,,,,,,,,,,,,,,,,,
35-39,11,United States of America,,,,,,,,,,,,,,,,,,
35-39,11,United States of America,,,,,,,,,,,,,,,,,,
51-60,11,United States of America,,,,,,,,,,,,,,,,,,101-999
51-60,11,United States of America,,C,,,,,,,,,PHP,,,,Perl,,Linux,1/25/2013
< 20,<2,Australasia,Student / Unemployed,,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Linux,"Other (not working, consultant, etc.)"
25-29,2/5/2013,Germany,,,,,,,,,,,,,,,R,,Linux,"Other (not working, consultant, etc.)"
35-39,11,Australasia,,,,,,,,,,,,,,,,,,3001
20-24,<2,United States of America,,,,,,,,,,,,,,,,,,1/25/2013
25-29,6/10/2013,Canada,,C,,,Java,,jQuery,,,,PHP,Python,Ruby,SQL,,,Linux,26-100
40-50,11,Netherlands,,,,C#,,,,,,,,,,,,,Windows 8,26-100
< 20,6/10/2013,Netherlands,Rather not say,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Linux,1/25/2013
35-39,11,United Kingdom,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,1/25/2013
25-29,2/5/2013,Netherlands,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
25-29,2/5/2013,Other Asia,,,,,,,,,,,,,,,,,,3001
35-39,6/10/2013,Other Europe,,,,,Java,,,,,,,,Ruby,,,I wish I had a job!,Linux,1/25/2013
30-34,6/10/2013,Other Asia,Rather not say,,C++,,Java,JavaScript,jQuery,,,,,,,SQL,Ext JS,I enjoy going to work,Windows 7,26-100
20-24,2/5/2013,United States of America,"$20,000 - $40,000",,C++,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Linux,"1,000-3,000"
20-24,2/5/2013,Mexico,,,C++,C#,Java,JavaScript,,,,,PHP,,,SQL,,,Linux,1/25/2013
35-39,11,Other Europe,,,,,Java,JavaScript,jQuery,,,,,,,,,,Windows 7,101-999
30-34,<2,United States of America,"$20,000 - $40,000",,,,Java,JavaScript,,,,,PHP,,,SQL,,Hate my job,Windows 8,3001
35-39,6/10/2013,Netherlands,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Linux,1/25/2013
35-39,11,United Kingdom,,,,,,JavaScript,,,,,PHP,,,SQL,,I enjoy going to work,Windows XP,1/25/2013
20-24,<2,India,Rather not say,C,C++,,,JavaScript,jQuery,,,,PHP,,,,,Love my job,Linux,101-999
25-29,<2,Africa,"$60,000 - $80,000",,C++,,Java,JavaScript,,JQuery,,,,,,SQL,Scala,Love my job,Linux,1/25/2013
20-24,6/10/2013,Russia,"<$20,000",,C++,,,,,,,,,,,SQL,,I enjoy going to work,Linux,1/25/2013
< 20,2/5/2013,Australia,Rather not say,C,C++,,,JavaScript,,,,Objective-C,PHP,,,,BASH,Love my job,Mac OS X,1/25/2013
25-29,11,Other Europe,Rather not say,C,C++,,Java,,,,,Objective-C,,Python,,,,Love my job,Mac OS X,1/25/2013
51-60,11,United Kingdom,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
35-39,2/5/2013,United States of America,Rather not say,,,,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
< 20,6/10/2013,United States of America,,,,C#,Java,JavaScript,,,,,PHP,,,SQL,,Love my job,Mac OS X,"Other (not working, consultant, etc.)"
35-39,6/10/2013,United Kingdom,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,"1,000-3,000"
30-34,11,United States of America,">$140,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Hate my job,Windows 7,1/25/2013
25-29,2/5/2013,United States of America,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,Python,,SQL,,I'm not happy in my job,Windows 7,101-999
30-34,11,France,"$20,000 - $40,000",,,,,JavaScript,jQuery,,Node.js,,,Python,,,,Love my job,Mac OS X,1/25/2013
25-29,6/10/2013,Russia,"$20,000 - $40,000",,,,Java,,,,,,,Python,,SQL,,I'm not happy in my job,Windows 7,3001
35-39,11,United States of America,"$40,000 - $60,000",,,C#,Java,,,,,Objective-C,,,,SQL,PowerBuilder,Love my job,Windows 7,"1,000-3,000"
30-34,2/5/2013,Other Europe,"$80,000 - $100,000",,C++,,,JavaScript,jQuery,,Node.js,,,,,,,I enjoy going to work,Windows 7,26-100
30-34,11,United Kingdom,"$20,000 - $40,000",C,C++,,,,jQuery,,,,,Python,,SQL,,It's a paycheck,Linux,1/25/2013
40-50,11,United Kingdom,"$60,000 - $80,000",,,,,,jQuery,,,,PHP,,,SQL,,It's a paycheck,Linux,1/25/2013
51-60,11,United States of America,">$140,000",,,,Java,,,,,,,,,,Flex,I enjoy going to work,Mac OS X,26-100
30-34,2/5/2013,United States of America,"$40,000 - $60,000",,,,,,,,,,,Python,,,VB,Love my job,Windows 7,"1,000-3,000"
20-24,2/5/2013,United States of America,"$60,000 - $80,000",C,C++,C#,Java,,,,,,,,Ruby,SQL,,It's a paycheck,Windows XP,3001
40-50,11,South America,Rather not say,,,,,,,,,,,Python,,SQL,R,I enjoy going to work,Linux,"Other (not working, consultant, etc.)"
25-29,2/5/2013,Other Europe,Student / Unemployed,,,C#,Java,JavaScript,jQuery,,,,,,,,Scala,I enjoy going to work,Windows 7,26-100
20-24,2/5/2013,Germany,Student / Unemployed,,C++,,Java,,,,,,,Python,,,,I enjoy going to work,Linux,"Other (not working, consultant, etc.)"
25-29,2/5/2013,United States of America,"$120,000 - $140,000",C,,,Java,,,,,,,,,SQL,clojure,I enjoy going to work,Linux,26-100
30-34,11,Other Europe,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,Python,,SQL,Perl,I enjoy going to work,Windows 7,1/25/2013
20-24,2/5/2013,Other Europe,,,C++,C#,,JavaScript,jQuery,,,,,Python,,SQL,,It's a paycheck,Windows 7,1/25/2013
30-34,11,United States of America,"$80,000 - $100,000",,,,,,jQuery,,,,PHP,,Ruby,,,I'm not happy in my job,Mac OS X,26-100
35-39,11,United States of America,"$100,000 - $120,000",,,C#,Java,JavaScript,jQuery,,Node.js,,,,Ruby,,,It's a paycheck,Mac OS X,101-999
30-34,2/5/2013,France,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,Python,,SQL,MongoDB,I'm not happy in my job,Windows 7,26-100
25-29,2/5/2013,Other Asia,"<$20,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
40-50,11,Other Europe,"$60,000 - $80,000",,,C#,,,,,,,,,,,,Love my job,Windows 7,101-999
30-34,11,South America,"<$20,000",C,C++,,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,bash,I wish I had a job!,Linux,1/25/2013
>60,11,United States of America,Rather not say,C,C++,,Java,,,,,,,,Ruby,,,It's a paycheck,Linux,1/25/2013
25-29,2/5/2013,United States of America,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,26-100
30-34,11,United States of America,"$100,000 - $120,000",,,,,,,,,,,Python,Ruby,,,I enjoy going to work,Linux,26-100
30-34,11,United States of America,Rather not say,,,,Java,,,,,,,,,,,I'm not happy in my job,Windows 7,1/25/2013
25-29,2/5/2013,Middle East,"$60,000 - $80,000",,,C#,,,,,,,,,,,,I enjoy going to work,Windows 7,3001
40-50,11,Germany,"$80,000 - $100,000",,,,,,,,,,,,Ruby,SQL,ABAP,I enjoy going to work,Windows 7,3001
25-29,<2,United States of America,"$60,000 - $80,000",,,,,,,,,,,Python,Ruby,,,Love my job,Mac OS X,26-100
30-34,11,Other Europe,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,26-100
25-29,6/10/2013,Other Europe,"$20,000 - $40,000",C,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
< 20,2/5/2013,United Kingdom,Student / Unemployed,,,C#,Java,,,,,,,,,,Haskell,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
20-24,2/5/2013,United Kingdom,Student / Unemployed,,,,,JavaScript,jQuery,,,,,Python,Ruby,,,Love my job,Mac OS X,1/25/2013
40-50,11,Canada,,,,,,JavaScript,jQuery,,,,PHP,,,,,Love my job,Windows 7,1/25/2013
30-34,11,United Kingdom,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
20-24,<2,India,"<$20,000",,,,Java,,,,,,,,,,,I enjoy going to work,Windows 7,26-100
25-29,<2,United Kingdom,Student / Unemployed,,,,,JavaScript,jQuery,,,,,Python,,SQL,,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
< 20,2/5/2013,United States of America,Student / Unemployed,,,,Java,,,,,,,,,,,Love my job,Windows 7,"Other (not working, consultant, etc.)"
25-29,<2,Other Europe,Rather not say,,,,Java,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows XP,"1,000-3,000"
40-50,11,Other Europe,">$140,000",,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,I enjoy going to work,Mac OS X,26-100
20-24,6/10/2013,United States of America,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,PHP,Python,,SQL,Haskell,It's a paycheck,Windows XP,3001
30-34,6/10/2013,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,,Love my job,Windows 7,26-100
25-29,6/10/2013,United States of America,"$60,000 - $80,000",,,,Java,,,,,,,Python,,,,I enjoy going to work,Mac OS X,3001
35-39,6/10/2013,Netherlands,"$60,000 - $80,000",,,,,,,,,,,,,SQL,Delphi,I'm not happy in my job,Windows 7,1/25/2013
40-50,11,United States of America,Student / Unemployed,,,,Java,JavaScript,,,,,PHP,,,SQL,,I wish I had a job!,Windows 7,"Other (not working, consultant, etc.)"
30-34,6/10/2013,Other Europe,"$100,000 - $120,000",C,C++,,Java,JavaScript,jQuery,,Node.js,Objective-C,,,,,,I enjoy going to work,Mac OS X,1/25/2013
25-29,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
51-60,11,Canada,,,,,,,,,,,,,,,,,,
,,United States of America,,,,,,,,,,,,,,,,,,
30-34,11,Other Europe,,,,,,,,,,,,,,,,,,
,,Germany,,,,,,,,,,,,,,,,,,
,,Other Europe,,,,,,,,,,,,,,,,,,
30-34,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,
,,Other Europe,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,India,,,,,,,,,,,,,,,,,,
35-39,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,
35-39,<2,India,,,,,,,,,,,,,,,,,,
,,India,,,,,,,,,,,,,,,,,,
20-24,<2,India,,,,,,,,,,,,,,,,,,
20-24,6/10/2013,Other Europe,,,,,,,,,,,,,,,,,,
30-34,6/10/2013,Germany,,,,,,,,,,,,,,,,,,
,,France,,,,,,,,,,,,,,,,,,
,,Middle East,,,,,,,,,,,,,,,,,,
< 20,11,Other Europe,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United Kingdom,,,,,,,,,,,,,,,,,,
30-34,2/5/2013,Australasia,,,,,,,,,,,,,,,,,,
30-34,6/10/2013,Other Europe,,,,,,,,,,,,,,,,,,
< 20,<2,Germany,,,,,,,,,,,,,,,,,,
30-34,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
< 20,<2,United States of America,,,,,,,,,,,,,,,,,,
25-29,<2,Other Europe,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,Other Asia,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
20-24,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,
30-34,11,United Kingdom,,,,,,,,,,,,,,,,,,3001
20-24,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,26-100
20-24,6/10/2013,Other Europe,Rather not say,C,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
< 20,2/5/2013,Netherlands,,,C++,C#,,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,,Windows 7,"Other (not working, consultant, etc.)"
40-50,6/10/2013,Middle East,Student / Unemployed,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Love my job,Linux,"Other (not working, consultant, etc.)"
51-60,<2,United States of America,Rather not say,,,,,JavaScript,jQuery,,,,,,,,,Love my job,Windows 8,1/25/2013
< 20,2/5/2013,Netherlands,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Love my job,Windows 7,1/25/2013
25-29,6/10/2013,Russia,,,,,,,,,,,,,,,,,,26-100
35-39,6/10/2013,United States of America,"$40,000 - $60,000",,,C#,Java,,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,"1,000-3,000"
20-24,<2,Australasia,,,,,Java,,,,,,,,,,,I wish I had a job!,Windows 7,26-100
25-29,2/5/2013,Other Europe,,,,C#,,,,,,,,,,SQL,,,Windows 7,101-999
30-34,11,Other Europe,,,,,,,,,,,,,,,,,,"Other (not working, consultant, etc.)"
35-39,11,Canada,,,,,Java,,,,,,,,,SQL,Scala,,Linux,1/25/2013
25-29,11,Other Europe,,,,,,,,,,,,,,,,,,3001
20-24,<2,India,"<$20,000",,,C#,,JavaScript,,JQuery,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
40-50,6/10/2013,Italy,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,,MySQL,Love my job,Windows 7,1/25/2013
20-24,<2,India,"$40,000 - $60,000",,C++,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,I enjoy going to work,Linux,26-100
20-24,11,South America,Rather not say,,,,,JavaScript,jQuery,,Node.js,,,Python,,,,I'm not happy in my job,Linux,"Other (not working, consultant, etc.)"
40-50,11,South America,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,,,SQL,,Love my job,Windows 7,1/25/2013
30-34,11,Russia,"<$20,000",C,,,,,,,,,,,,,"make, awk",Love my job,Linux,26-100
35-39,11,United States of America,Student / Unemployed,,,,,JavaScript,,,,,,Python,,,Perl,It's a paycheck,Linux,"Other (not working, consultant, etc.)"
25-29,11,Other Europe,"$80,000 - $100,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,Love my job,Mac OS X,1/25/2013
25-29,2/5/2013,United States of America,"$60,000 - $80,000",C,C++,C#,,,,,,,,,,SQL,,I'm not happy in my job,Windows 7,101-999
30-34,6/10/2013,United Kingdom,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Windows 7,26-100
< 20,2/5/2013,Italy,"<$20,000",,,,,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
30-34,<2,United States of America,"$20,000 - $40,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,101-999
30-34,11,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
40-50,2/5/2013,Australia,">$140,000",,,C#,,JavaScript,,,,,,,,,LISP,It's a paycheck,Windows 7,1/25/2013
35-39,11,Other Europe,"<$20,000",,C++,C#,,,,,,,,,,SQL,,It's a paycheck,Windows 7,1/25/2013
25-29,<2,Other Europe,"$20,000 - $40,000",,,,Java,,,,,,,,,,,I enjoy going to work,Windows 7,26-100
30-34,11,Other Europe,"$20,000 - $40,000",C,C++,,,,,,,,,Python,,,,Love my job,Windows 7,1/25/2013
35-39,11,Other Europe,"$60,000 - $80,000",,C++,,Java,,,,,,,Python,,,Clojure,I enjoy going to work,Linux,26-100
25-29,2/5/2013,India,Rather not say,,C++,,,JavaScript,,JQuery,,,,,,,,Love my job,Windows 8,1/25/2013
25-29,6/10/2013,Germany,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,101-999
40-50,11,United States of America,">$140,000",C,,,,,,,,,,Python,,,,Love my job,Mac OS X,1/25/2013
35-39,11,Germany,"$40,000 - $60,000",,,,Java,,,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
35-39,11,Germany,"$60,000 - $80,000",,,C#,,,,,,,,,,,,It's a paycheck,Windows 7,26-100
20-24,2/5/2013,Other Europe,"$20,000 - $40,000",,,,Java,,,,,,PHP,Python,,SQL,,Love my job,Linux,1/25/2013
20-24,6/10/2013,United States of America,Student / Unemployed,,,,Java,,,,,,,Python,,,Scheme,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
20-24,11,United Kingdom,"$20,000 - $40,000",,,,,,jQuery,,,,,,,,,Love my job,Mac OS X,101-999
25-29,6/10/2013,Germany,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,,,SQL,,It's a paycheck,Windows 7,1/25/2013
35-39,2/5/2013,United Kingdom,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Mac OS X,101-999
30-34,11,Africa,Rather not say,,,,Java,JavaScript,jQuery,,,,,,,SQL,groovy,I enjoy going to work,Linux,1/25/2013
25-29,2/5/2013,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,,"HTML, CSS",I enjoy going to work,Windows 7,1/25/2013
25-29,6/10/2013,United States of America,"$80,000 - $100,000",C,C++,C#,Java,JavaScript,jQuery,,,,,Python,,SQL,,I enjoy going to work,Windows 7,"1,000-3,000"
20-24,2/5/2013,Canada,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,,,SQL,mootools,Love my job,Windows 7,1/25/2013
30-34,6/10/2013,United States of America,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,3001
25-29,6/10/2013,Other Europe,,,,C#,,JavaScript,jQuery,,,,PHP,Python,,SQL,Shopify / Liquid,I enjoy going to work,Windows 7,1/25/2013
25-29,6/10/2013,Other Europe,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
25-29,6/10/2013,United States of America,"$80,000 - $100,000",,,,,,jQuery,,,,,,Ruby,SQL,CoffeeScript,I enjoy going to work,Mac OS X,1/25/2013
20-24,2/5/2013,Other Europe,"<$20,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,D,I enjoy going to work,Linux,1/25/2013
