string_field_2,string_field_3,string_field_0,string_field_39,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_38,string_field_37,string_field_5
25-29,41070,Other Europe,"$40,000 - $60,000",Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,,Its a paycheck,Windows XP,Start Up (1-25)
25-29,40944,Other Europe,"$20,000 - $40,000",,,,,,Objective-C,Ruby,,,,,,HTML5,,,I enjoy going to work,Mac OS X,Mid Sized (100-999)
35-39,11,United States of America,"$80,000 - $100,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,Love my job,Windows 7,Mature Small Business (25-100)
25-29,40944,India,"<$20,000",,,CSS,,,,,SQL,C#,,,,,,,I'm not happy in my job,Windows XP,Start Up (1-25)
20-24,11,Middle East,"<$20,000",,JavaScript,,,,,,,C#,,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
30-34,11,Other Europe,"<$20,000",,JavaScript,CSS,PHP,,,,SQL,,C++,,,,,"R, LaTeX",I wish I had a job!,Windows 7,"Other (not working, consultant, etc.)"
30-34,11,United States of America,"$100,000 - $120,000",Java,JavaScript,,,Python,,,SQL,C#,C++,C,,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
40-50,11,United States of America,"$100,000 - $120,000",,,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
35-39,11,United Kingdom,Rather not say,,,,,,,,SQL,,,,,HTML5,,"VB.NET, VB6",I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Germany,"$80,000 - $100,000",Java,,,,,,,SQL,C#,C++,C,,,,,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
25-29,40944,Other Europe,Rather not say,,JavaScript,,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
20-24,40944,Australia,"$40,000 - $60,000",,,,,Python,,,,C#,C++,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
25-29,41070,Germany,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,"Other (not working, consultant, etc.)"
40-50,11,Italy,"$40,000 - $60,000",Java,,,,,,,,C#,,,,HTML5,,,Love my job,Windows XP,Mid Sized (100-999)
35-39,11,United States of America,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,I enjoy going to work,Windows Vista,Start Up (1-25)
40-50,11,United States of America,"$80,000 - $100,000",,,,,,,,,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
40-50,11,United States of America,"$120,000 - $140,000",,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,Its a paycheck,Windows 7,Mature Small Business (25-100)
20-24,41070,United States of America,"$20,000 - $40,000",,JavaScript,CSS,,,,Ruby,SQL,C#,,C,,,,Delphi,I enjoy going to work,Linux,Start Up (1-25)
20-24,40944,Netherlands,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
30-34,11,United Kingdom,"$60,000 - $80,000",,,,,,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,"Fortune 1000 (1,000+)"
30-34,<2,Germany,"$40,000 - $60,000",,,,,,,,,C#,,,,,,,Love my job,Windows 7,"Fortune 1000 (1,000+)"
25-29,41070,Netherlands,Rather not say,Java,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
30-34,41070,Other Europe,"$60,000 - $80,000",,JavaScript,CSS,,Python,,,,,,,,HTML5,,,Love my job,Mac OS X,Mid Sized (100-999)
35-39,11,United States of America,"$120,000 - $140,000",,,,,,,,SQL,C#,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
20-24,41070,United States of America,"$20,000 - $40,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,Actionscript,Love my job,Mac OS X,Mature Small Business (25-100)
20-24,41070,Other Europe,"$60,000 - $80,000",,JavaScript,CSS,,Python,,,,,,,,HTML5,,,I wish I had a job!,Windows 7,Start Up (1-25)
25-29,40944,United States of America,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
35-39,11,United States of America,"$120,000 - $140,000",Java,JavaScript,CSS,,Python,,,SQL,C#,C++,C,,,,,Love my job,Windows 7,Mature Small Business (25-100)
20-24,40944,United States of America,"$60,000 - $80,000",Java,JavaScript,,PHP,Python,Objective-C,,SQL,C#,C++,C,,,,,I enjoy going to work,Linux,Start Up (1-25)
20-24,40944,United Kingdom,"$20,000 - $40,000",,JavaScript,CSS,,,Objective-C,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
35-39,11,Other Europe,"$20,000 - $40,000",Java,JavaScript,CSS,,Python,Objective-C,,,,,,,HTML5,,CoffeeScript,Love my job,Mac OS X,Start Up (1-25)
30-34,41070,Netherlands,"$60,000 - $80,000",,,,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
35-39,11,United States of America,"$120,000 - $140,000",,JavaScript,CSS,,,,,SQL,,,,,HTML5,,VB,I enjoy going to work,Windows 7,Start Up (1-25)
40-50,11,Netherlands,">$140,000",Java,,,,,,,,,,,,,,,I enjoy going to work,Windows Vista,Start Up (1-25)
35-39,11,Other Europe,"<$20,000",Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,,Perl,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
20-24,41070,Other Europe,Rather not say,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
20-24,40944,Italy,Student / Unemployed,Java,,,,Python,,,,,,,,,,,I wish I had a job!,Windows 7,Student
30-34,11,United States of America,"$100,000 - $120,000",,,,,,,,SQL,C#,C++,,,,,,Love my job,Windows 7,Mature Small Business (25-100)
25-29,40944,Other Europe,"$40,000 - $60,000",,,CSS,,,,,SQL,C#,,,,HTML5,,VB.NET,Its a paycheck,Windows 7,Start Up (1-25)
25-29,40944,Other Europe,"<$20,000",,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Canada,Rather not say,Java,JavaScript,,PHP,,,,,,C++,,,,,Actionscript 1/2/3,Love my job,Windows 7,Start Up (1-25)
30-34,41070,Other Europe,"$20,000 - $40,000",Java,,,PHP,Python,,,SQL,,,,,,,,Its a paycheck,Windows 7,"Fortune 1000 (1,000+)"
20-24,40944,India,"<$20,000",,,,,,,,,,C++,C,,,,Assembly,Love my job,Linux,Start Up (1-25)
30-34,11,United States of America,Rather not say,Java,,,,,,,SQL,C#,C++,C,Perl,,,,I'm not happy in my job,Windows XP,"Fortune 1000 (1,000+)"
25-29,11,Germany,"$20,000 - $40,000",,,CSS,PHP,,,,SQL,C#,C++,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Canada,"$40,000 - $60,000",,JavaScript,CSS,,,,,SQL,C#,C++,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,41070,France,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,Perl,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
25-29,40944,United States of America,"$40,000 - $60,000",,JavaScript,,PHP,,,,SQL,,,,,HTML5,,,I'm not happy in my job,Other,Start Up (1-25)
25-29,41070,India,"$20,000 - $40,000",Java,JavaScript,,,,,Ruby,SQL,,,C,,,,,Love my job,Linux,Mid Sized (100-999)
30-34,11,France,"$40,000 - $60,000",,JavaScript,,,,,,SQL,C#,C++,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,United States of America,"<$20,000",,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
35-39,11,United States of America,"$40,000 - $60,000",,,,,,,,,,,C,,,,,I enjoy going to work,Mac OS X,"Other (not working, consultant, etc.)"
30-34,11,Germany,Rather not say,,,,,,,,,C#,,,,,,,Its a paycheck,Windows 7,Mature Small Business (25-100)
25-29,41070,United Kingdom,">$140,000",,JavaScript,CSS,,,,,SQL,C#,C++,,,HTML5,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
30-34,41070,Other Europe,"$80,000 - $100,000",Java,JavaScript,,PHP,,,,SQL,C#,,,,,,,I'm not happy in my job,Windows 7,Mature Small Business (25-100)
20-24,<2,India,"<$20,000",,JavaScript,CSS,,,,,,,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
40-50,11,United States of America,"$80,000 - $100,000",Java,JavaScript,CSS,,,,,SQL,C#,,C,,HTML5,,"Visual Basic .NET, Visual Basic",Its a paycheck,Windows XP,Start Up (1-25)
25-29,11,Canada,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
25-29,41070,Other Europe,"<$20,000",Java,,CSS,PHP,,,,SQL,C#,C++,,,,,,Love my job,Windows 7,Start Up (1-25)
25-29,<2,Central America,Student / Unemployed,Java,,,,,Objective-C,,SQL,,,,,,,,Love my job,Mac OS X,Start Up (1-25)
25-29,40944,Italy,Rather not say,,JavaScript,CSS,,,Objective-C,Ruby,SQL,,,C,,HTML5,,,Love my job,Mac OS X,"Other (not working, consultant, etc.)"
35-39,11,United States of America,"$100,000 - $120,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,Start Up (1-25)
30-34,40944,France,,,,,,,,Ruby,,,,,,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
20-24,40944,Australasia,Student / Unemployed,Java,,,,,,,,C#,,,,,,Pawn,Love my job,Windows 7,Student
20-24,41070,Germany,"<$20,000",,,,,,,,SQL,,C++,,,,,,Its a paycheck,Linux,Student
25-29,41070,Other Europe,Rather not say,Java,,,,,Objective-C,Ruby,,C#,C++,,,,,,Love my job,Mac OS X,Start Up (1-25)
25-29,40944,Other Europe,"$20,000 - $40,000",,,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Mature Small Business (25-100)
30-34,41070,United States of America,">$140,000",,,,PHP,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
25-29,41070,Bangladesh,Rather not say,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Linux,Start Up (1-25)
25-29,41070,Other Europe,"<$20,000",,JavaScript,CSS,,Python,,,,C#,,C,,,,,Its a paycheck,Linux,Start Up (1-25)
30-34,41070,United Kingdom,"$20,000 - $40,000",,JavaScript,CSS,,Python,,,,,,,,HTML5,,,I enjoy going to work,Mac OS X,"Other (not working, consultant, etc.)"
35-39,11,United Kingdom,"$80,000 - $100,000",,JavaScript,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
25-29,40944,United States of America,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
51-60,11,United Kingdom,Rather not say,,JavaScript,CSS,,Python,,Ruby,,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
25-29,40944,United Kingdom,"$40,000 - $60,000",Java,JavaScript,,,Python,,,,,,,,,,"actionscript-3,processing,max-msp",Its a paycheck,Mac OS X,Start Up (1-25)
40-50,11,United States of America,"$100,000 - $120,000",,,,,,,,,C#,C++,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
40-50,11,Italy,"$60,000 - $80,000",,,,,,,,SQL,C#,C++,C,,,,,I'm not happy in my job,Windows 7,"Other (not working, consultant, etc.)"
25-29,41070,Canada,">$140,000",,JavaScript,CSS,,,,Ruby,SQL,C#,,,,HTML5,,,I'm not happy in my job,Mac OS X,Start Up (1-25)
30-34,11,United States of America,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,SQL,,,,Perl,HTML5,,,I enjoy going to work,Linux,Mature Small Business (25-100)
20-24,40944,United States of America,"$40,000 - $60,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
35-39,11,Other Europe,"$20,000 - $40,000",,,CSS,PHP,,,,SQL,,,,,,,,Love my job,Windows 7,Start Up (1-25)
20-24,41070,South America,"$20,000 - $40,000",,JavaScript,CSS,PHP,,,Ruby,,,,,,HTML5,,Lua,Love my job,Mac OS X,Start Up (1-25)
25-29,40944,United States of America,"$40,000 - $60,000",,JavaScript,,,,,,SQL,C#,,,Perl,HTML5,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
25-29,11,Other Asia,"$40,000 - $60,000",Java,,,PHP,Python,,Ruby,SQL,,C++,C,,,,,Its a paycheck,Linux,Start Up (1-25)
20-24,41070,United States of America,"$100,000 - $120,000",Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,,C,,,,Scheme,Love my job,Mac OS X,Student
25-29,40944,Germany,"$40,000 - $60,000",Java,,,,,,,SQL,,,,,,,PL/SQL,I'm not happy in my job,Mac OS X,Mature Small Business (25-100)
25-29,41070,South America,Rather not say,Java,JavaScript,CSS,PHP,,,,SQL,,,,Perl,HTML5,,,Love my job,Windows 7,Start Up (1-25)
30-34,41070,United States of America,">$140,000",,,,,,,,SQL,C#,,,,,,,Its a paycheck,Windows XP,Mid Sized (100-999)
25-29,41070,India,"<$20,000",,JavaScript,CSS,PHP,,,,,,,,,,,,Love my job,Windows 7,Start Up (1-25)
20-24,40944,Italy,"<$20,000",,,CSS,PHP,,,,SQL,,,,,,,,Love my job,Windows 7,Start Up (1-25)
20-24,41070,South America,"$40,000 - $60,000",,JavaScript,,PHP,,,,,,,,,HTML5,,,Love my job,Linux,"Other (not working, consultant, etc.)"
20-24,41070,South America,"<$20,000",Java,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,C,,HTML5,,,I enjoy going to work,Linux,Start Up (1-25)
25-29,41070,United States of America,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
20-24,<2,Russia,,Java,,,,,,,SQL,,,C,,,,,I wish I had a job!,Linux,Student
25-29,40944,Germany,"$20,000 - $40,000",,,,,Python,,,,,,C,,,,CUDA,I enjoy going to work,Linux,Student
35-39,11,Netherlands,"$100,000 - $120,000",,,,,,,,SQL,C#,,,,,,VBA! F# Excel,Love my job,Windows 7,"Fortune 1000 (1,000+)"
25-29,41070,Other Europe,"<$20,000",,JavaScript,CSS,PHP,Python,Objective-C,,SQL,,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
30-34,41070,Italy,"$20,000 - $40,000",,,CSS,,,,,SQL,C#,,C,,,,VB.NET,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
20-24,11,Other Europe,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,,C,,HTML5,,,Its a paycheck,Windows 7,Mature Small Business (25-100)
25-29,<2,United States of America,"$40,000 - $60,000",,,,PHP,,,,SQL,,,,,,,,Its a paycheck,Mac OS X,Start Up (1-25)
25-29,40944,United States of America,Rather not say,,,,,Python,,,,,,,,HTML5,,"Haskell, Common Lisp, Racket",Love my job,Linux,Start Up (1-25)
40-50,41070,United Kingdom,"$60,000 - $80,000",,,,,,,Ruby,SQL,,,,,,,,Love my job,Linux,Mature Small Business (25-100)
25-29,41070,France,"$20,000 - $40,000",,,,,Python,,,,,C++,,,,,,Love my job,Windows 7,Student
25-29,41070,Other Europe,"$20,000 - $40,000",,,,,,,,,C#,,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
35-39,11,Other Europe,"$20,000 - $40,000",Java,,,,,,,SQL,,,,,,,,Love my job,Windows 7,Start Up (1-25)
< 20,41070,United States of America,Student / Unemployed,Java,JavaScript,CSS,PHP,,Objective-C,,SQL,,,C,,HTML5,,68k Assembly,I wish I had a job!,Mac OS X,Student
25-29,41070,Russia,"$20,000 - $40,000",,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,,I enjoy going to work,Linux,Start Up (1-25)
25-29,<2,United States of America,"$40,000 - $60,000",Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,,Love my job,Linux,Start Up (1-25)
35-39,<2,South America,Student / Unemployed,,JavaScript,CSS,PHP,,,,,,C++,,,,,,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
25-29,41070,Africa,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,,,,SQL,,,C,Perl,,,,I enjoy going to work,Linux,Start Up (1-25)
20-24,40944,India,"<$20,000",,,,,Python,,,,,,C,Perl,,,,Love my job,Linux,Student
25-29,40944,Other Europe,"$20,000 - $40,000",Java,,,,Python,Objective-C,,,,C++,C,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
30-34,11,United States of America,"$120,000 - $140,000",Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,,Its a paycheck,Linux,"Fortune 1000 (1,000+)"
25-29,40944,Canada,Rather not say,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
25-29,<2,Other Europe,Rather not say,Java,,,,,Objective-C,,,,,,,,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
30-34,11,South America,"$40,000 - $60,000",,JavaScript,,PHP,,,,,,,,,HTML5,,,I'm not happy in my job,Windows 7,Start Up (1-25)
35-39,11,United Kingdom,Rather not say,,,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
25-29,41070,Germany,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,,,HTML5,,,I enjoy going to work,Linux,Start Up (1-25)
40-50,11,Other Europe,Student / Unemployed,Java,,,,Python,,,,,,,,,,,Love my job,Linux,Start Up (1-25)
20-24,40944,Middle East,"$60,000 - $80,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,11,United States of America,Rather not say,Java,,,,,,,SQL,,C++,C,,HTML5,,,I enjoy going to work,Linux,Start Up (1-25)
25-29,40944,United States of America,"$60,000 - $80,000",Java,,,,,,,SQL,C#,,,,,,VB,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,11,United States of America,"$80,000 - $100,000",Java,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,I'm not happy in my job,Windows 7,"Other (not working, consultant, etc.)"
30-34,11,United Kingdom,Rather not say,,,CSS,,,,,SQL,C#,C++,,,,,,Love my job,Windows 7,"Other (not working, consultant, etc.)"
35-39,11,Australia,Rather not say,,,,,,,,,,,,,,,VB,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Other Europe,"<$20,000",,,,PHP,,,,SQL,,,,,HTML5,,Delphi,Love my job,Windows 7,Start Up (1-25)
20-24,40944,Germany,"$20,000 - $40,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
20-24,<2,India,Rather not say,,,,PHP,,,,,,,,,,,,Love my job,Windows 7,Start Up (1-25)
20-24,41070,Middle East,"<$20,000",,JavaScript,CSS,PHP,,,,,,,,,,,ActionScript 3,Love my job,Windows 7,Start Up (1-25)
25-29,40944,Germany,"$20,000 - $40,000",,JavaScript,,,,,Ruby,,,,,,,,Scala,Its a paycheck,Linux,Start Up (1-25)
25-29,11,Germany,"<$20,000",,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
25-29,41070,Canada,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,Perl,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
35-39,11,South America,Rather not say,,,,,,,,SQL,C#,,,,,,PowerBuilder,Love my job,Windows 7,Start Up (1-25)
25-29,41070,Australia,"$80,000 - $100,000",Java,,,,Python,,,,,C++,C,,,,,Its a paycheck,Linux,"Fortune 1000 (1,000+)"
25-29,40944,Other Europe,"<$20,000",Java,,,,Python,,,,C#,C++,C,,,,,I enjoy going to work,Linux,Start Up (1-25)
35-39,41070,United Kingdom,"$20,000 - $40,000",,,CSS,,,,,SQL,,,,,HTML5,,Delphi,Love my job,Windows 7,Mature Small Business (25-100)
20-24,40944,Other Europe,Student / Unemployed,Java,,,,,,,,,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
30-34,41070,United States of America,">$140,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Other Europe,"<$20,000",,JavaScript,,PHP,,,Ruby,SQL,,,,,HTML5,,,Love my job,Linux,Mature Small Business (25-100)
25-29,41070,Other Europe,Rather not say,Java,JavaScript,,,,,,,,,,,,,,Love my job,Linux,Mid Sized (100-999)
25-29,40944,Other Europe,"<$20,000",Java,,,PHP,,,,,,,,,,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
25-29,40944,Other Europe,"$20,000 - $40,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
30-34,11,Other Asia,"<$20,000",,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,Love my job,Linux,Start Up (1-25)
25-29,40944,Other Europe,Rather not say,Java,,CSS,,,,Ruby,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,South America,"$40,000 - $60,000",Java,JavaScript,,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Africa,"$40,000 - $60,000",,,,,Python,,,,,C++,C,,HTML5,,,Its a paycheck,Other,Start Up (1-25)
25-29,11,Other Europe,Rather not say,,,,PHP,,,,,,C++,,,,,lua,Its a paycheck,Linux,Start Up (1-25)
35-39,11,Other Europe,"<$20,000",,,,,,,,,C#,C++,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
< 20,40944,United States of America,"<$20,000",,JavaScript,CSS,,,,,,,,C,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
>60,11,Canada,"$40,000 - $60,000",,,,,,,,SQL,C#,,,,,,vba,Love my job,Windows 7,Start Up (1-25)
40-50,11,United Kingdom,">$140,000",,,,,,,,,C#,C++,,,,,,Love my job,Windows 7,"Other (not working, consultant, etc.)"
20-24,41070,Russia,"$20,000 - $40,000",Java,,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Linux,Start Up (1-25)
25-29,40944,United States of America,"$60,000 - $80,000",,JavaScript,CSS,,,,,,,C++,,,HTML5,,Actionscript,I enjoy going to work,Mac OS X,Start Up (1-25)
< 20,40944,United States of America,"<$20,000",Java,JavaScript,CSS,PHP,Python,,,,,,,,,,,Its a paycheck,Windows 7,Start Up (1-25)
30-34,11,Netherlands,Rather not say,,,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Windows Vista,Start Up (1-25)
< 20,40944,Canada,Student / Unemployed,Java,JavaScript,CSS,PHP,Python,,,,,,,,HTML5,,,I wish I had a job!,Windows 7,Start Up (1-25)
< 20,40944,United States of America,Student / Unemployed,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,Love my job,Mac OS X,Student
35-39,11,United Kingdom,,,,,,,,,,C#,C++,C,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
20-24,40944,United States of America,"$20,000 - $40,000",,,CSS,PHP,,,,,,,,Perl,,,,I enjoy going to work,Mac OS X,Mid Sized (100-999)
30-34,41070,Australasia,"$40,000 - $60,000",,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
25-29,41070,Canada,Student / Unemployed,,JavaScript,,,,,,SQL,C#,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
25-29,40944,Canada,"$60,000 - $80,000",,,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Windows Vista,Start Up (1-25)
20-24,40944,United States of America,Rather not say,,,,,,,,SQL,,C++,C,,HTML5,,,Its a paycheck,Linux,Start Up (1-25)
20-24,<2,Canada,Rather not say,,JavaScript,,,Python,Objective-C,,,,,C,,,,,Its a paycheck,Mac OS X,Start Up (1-25)
30-34,41070,Netherlands,"$20,000 - $40,000",,JavaScript,CSS,PHP,,Objective-C,,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
< 20,41070,United States of America,,Java,,,,,Objective-C,,,,,C,,,,,Love my job,Mac OS X,Start Up (1-25)
25-29,41070,Canada,"$80,000 - $100,000",Java,,,,,,,SQL,,C++,C,,,,,I enjoy going to work,Linux,Start Up (1-25)
35-39,11,Mexico,Rather not say,Java,,,PHP,,,,SQL,C#,,,,,,Delphi,Its a paycheck,Windows XP,Mature Small Business (25-100)
30-34,11,United States of America,">$140,000",,,,,Python,,,,,C++,C,,,,,Love my job,Linux,Start Up (1-25)
20-24,41070,Australia,Rather not say,Java,JavaScript,CSS,PHP,Python,,Ruby,,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,France,Rather not say,,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,Love my job,Linux,Start Up (1-25)
30-34,11,United States of America,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
25-29,11,United States of America,"$20,000 - $40,000",,,CSS,PHP,Python,,,,,C++,,,,,R,Love my job,Linux,Student
30-34,11,Other Europe,Rather not say,,JavaScript,,,Python,,,,,C++,C,,,,,I enjoy going to work,Linux,Mature Small Business (25-100)
30-34,11,United States of America,"$120,000 - $140,000",,,,,,,,,C#,C++,,,,,,Love my job,Windows 7,Start Up (1-25)
40-50,11,United States of America,">$140,000",,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,VB,Love my job,Mac OS X,Start Up (1-25)
