string_field_1,string_field_4,string_field_0,string_field_105,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_109,string_field_2,string_field_6
40-50,11+ years,Netherlands,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,,I love my job,Male,Windows 8
25-29,6 - 10 years,Germany,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,6 - 10 years,United States,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,,,I love my job,Male,Ubuntu
35-39,11+ years,United States,"$100,000 - $120,000",Android,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,bash script,I'm somewhat satisfied with my job,Male,Windows 7
30-34,6 - 10 years,Netherlands,,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,11+ years,Netherlands,,,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
< 20,2 - 5 years,Serbia,Unemployed,,,,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,,Male,Windows 7
25-29,6 - 10 years,Bulgaria,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,2 - 5 years,Austria,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Ubuntu
30-34,11+ years,Croatia,"$20,000 - $40,000",,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 8
25-29,2 - 5 years,United Kingdom,"$20,000 - $40,000",,,AngularJS,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
30-34,6 - 10 years,Germany,"$40,000 - $60,000",,,,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
20-24,1 - 2 years,Belgium,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,6 - 10 years,India,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
< 20,6 - 10 years,Germany,Unemployed,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,Male,Other Linux
25-29,2 - 5 years,India,Rather not say,,,,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,,Male,Ubuntu
25-29,6 - 10 years,Denmark,Rather not say,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Female,Windows 7
30-34,6 - 10 years,Russian Federation,"$20,000 - $40,000",Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I love my job,Male,Windows 7
30-34,11+ years,Belgium,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,Delphi,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,2 - 5 years,United Kingdom,"$40,000 - $60,000",,,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Female,Other Linux
25-29,2 - 5 years,United States,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
30-34,1 - 2 years,United States,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,11+ years,Germany,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,6 - 10 years,Canada,"$60,000 - $80,000",,,,,C++,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
35-39,11+ years,Germany,"$60,000 - $80,000",,,AngularJS,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Ubuntu
40-50,11+ years,Canada,"$100,000 - $120,000",,,,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
51-60,11+ years,United States,"$120,000 - $140,000",,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
25-29,6 - 10 years,Germany,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,"Pascal, Delphi, Erlang",I love my job,Male,Windows 8
30-34,2 - 5 years,Czech Republic,"$20,000 - $40,000",,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,CMake,I love my job,Male,Windows 7
20-24,2 - 5 years,Belgium,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,,I love my job,Male,Windows 7
30-34,2 - 5 years,United States,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,6 - 10 years,France,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAML,I'm somewhat satisfied with my job,Male,Windows 8
25-29,6 - 10 years,United States,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
40-50,11+ years,Canada,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
35-39,11+ years,Norway,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
40-50,11+ years,Canada,Rather not say,Android,,,C,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Ubuntu
20-24,2 - 5 years,Canada,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
20-24,2 - 5 years,Iran,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,I love my job,Male,Windows 8
40-50,11+ years,Germany,"$80,000 - $100,000",,,,C,C++,C++11,,,,,,,,,,,,,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
40-50,11+ years,United States,"More than $160,000",,,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,I hate my job,Male,Windows 7
30-34,6 - 10 years,United States,"$100,000 - $120,000",,,,,,C++11,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
30-34,11+ years,Belgium,Rather not say,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Other Linux
40-50,11+ years,United States,Rather not say,Android,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,China,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,6 - 10 years,United Kingdom,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
35-39,1 - 2 years,United States,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,6 - 10 years,United States,"$80,000 - $100,000",Android,,,C,C++,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,2 - 5 years,United States,"$80,000 - $100,000",,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
< 20,2 - 5 years,United States,Unemployed,Android,,,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,,Male,
30-34,11+ years,Sweden,Unemployed,Android,,,,C++,C++11,C#,,,,,,,,,,,iOS,,,,,,,,,,Python,,,,,,,,,,,,,,,,,Male,Windows 7
> 60,11+ years,Australia,Rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,Oracle Forms 10g,I love my job,Male,Windows XP
20-24,2 - 5 years,Netherlands,Rather not say,Android,Arduino / Raspberry Pi,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,,I'm somewhat satisfied with my job,Male,Windows 8
51-60,11+ years,United States,Rather not say,,,,C,C++,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
30-34,11+ years,Austria,"$40,000 - $60,000",,,,,,C++11,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,11+ years,Germany,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 8
> 60,11+ years,Germany,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,,,Matlab,,,,,,,R,,,,,,,,,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,6 - 10 years,Australia,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,,I love my job,Male,Windows 8
35-39,11+ years,Argentina,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
40-50,11+ years,United States,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
40-50,11+ years,Sweden,"$100,000 - $120,000",,,,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Dojo,I'm somewhat satisfied with my job,Male,Windows 8
30-34,11+ years,Germany,Rather not say,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,Kotlin,I love my job,Male,Mac OS X
20-24,6 - 10 years,Germany,Rather not say,,Arduino / Raspberry Pi,,C,C++,C++11,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
35-39,11+ years,Israel,Rather not say,Android,,,,C++,C++11,,,,,,,,,,,,,Java,,,Matlab,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
35-39,11+ years,United Kingdom,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
35-39,11+ years,Netherlands,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,"Delphi, Oracle, PL/SQL",I'm somewhat dissatisfied with my job,Male,Windows 7
40-50,11+ years,United Kingdom,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Delphi,I'm somewhat satisfied with my job,Male,Windows 8
30-34,11+ years,United States,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Powershell,I love my job,Male,Windows 7
20-24,1 - 2 years,Georgia,"Less than $20,000",,,,C,C++,C++11,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
35-39,6 - 10 years,Canada,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/AL (Dynamics NAV),I'm somewhat satisfied with my job,Male,Windows 7
35-39,11+ years,Australia,"$100,000 - $120,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,Visual Basic,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,Germany,,Android,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Female,Debian
30-34,6 - 10 years,United States,Unemployed,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lua,,Male,Windows 7
25-29,6 - 10 years,United Kingdom,Unemployed,,,,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,Male,Windows 7
< 20,2 - 5 years,Switzerland,Rather not say,,,,C,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,,I love my job,Male,Mac OS X
30-34,6 - 10 years,Denmark,"$60,000 - $80,000",,,,,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
35-39,6 - 10 years,Iran,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Phone,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,6 - 10 years,Germany,"$100,000 - $120,000",,,,C,,,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,,Python,,,,,,,Sharepoint,,,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,Bulgaria,,,,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Other Linux
Prefer not to disclose,11+ years,Czech Republic,Rather not say,,,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,6 - 10 years,China,"$40,000 - $60,000",,,,C,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,1 - 2 years,India,"Less than $20,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Mac OS X
40-50,11+ years,United States,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,,I love my job,Female,Windows 7
40-50,11+ years,United Kingdom,"More than $160,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows Vista
40-50,11+ years,Switzerland,"More than $160,000",,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
51-60,11+ years,Netherlands,Rather not say,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
51-60,11+ years,Germany,Rather not say,,,,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 8
25-29,11+ years,Brazil,"$20,000 - $40,000",,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
30-34,11+ years,Russian Federation,"$20,000 - $40,000",,,,,C++,,C#,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
35-39,2 - 5 years,United States,"$60,000 - $80,000",,,,,C++,,C#,,,,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,,,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,6 - 10 years,Iran,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
35-39,11+ years,Canada,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I love my job,Male,Windows 7
51-60,11+ years,United Kingdom,"More than $160,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,Scala,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
30-34,11+ years,United States,"$100,000 - $120,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 8
35-39,11+ years,United States,"$100,000 - $120,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,Germany,,,,,,,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
30-34,11+ years,Russian Federation,"$20,000 - $40,000",,,,C,,C++11,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,,I hate my job,Male,Windows 7
25-29,6 - 10 years,Canada,"$40,000 - $60,000",,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,Eclipse,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,6 - 10 years,United States,"$60,000 - $80,000",,,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
20-24,1 - 2 years,Belarus,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,United States,"$100,000 - $120,000",Android,,,,,,C#,,,,,,,,,,,,Java,,,Matlab,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
51-60,11+ years,Argentina,"$100,000 - $120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smalltalk,I love my job,Male,Windows 7
40-50,11+ years,Germany,"$120,000 - $140,000",,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
35-39,11+ years,United States,"$120,000 - $140,000",,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,Poland,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
30-34,11+ years,Poland,"$20,000 - $40,000",Android,,,C,,C++11,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
35-39,11+ years,United States,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,6 - 10 years,Germany,"$60,000 - $80,000",,,,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,2 - 5 years,Lithuania,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,1 - 2 years,Georgia,"Less than $20,000",,,,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,6 - 10 years,United States,"$80,000 - $100,000",,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,I love my job,Male,Ubuntu
25-29,6 - 10 years,Switzerland,"$80,000 - $100,000",Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
35-39,11+ years,Italy,"$120,000 - $140,000",,,,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,Matlab,,Node.js,,,,,,,,,,,,,,SQL Server,,,,,,I love my job,Male,Windows 8
40-50,11+ years,Netherlands,"$140,000 - $160,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
25-29,6 - 10 years,Russian Federation,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Phone,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,1 - 2 years,Germany,Rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delphi,I love my job,Male,Windows 7
25-29,2 - 5 years,France,"$20,000 - $40,000",,,,,,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
51-60,11+ years,United States,"$60,000 - $80,000",Android,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
25-29,6 - 10 years,Switzerland,"$100,000 - $120,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
51-60,11+ years,United Kingdom,,,,,C,C++,C++11,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,Fortran,I'm somewhat satisfied with my job,Male,Windows 8
25-29,1 - 2 years,Brazil,Rather not say,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,6 - 10 years,Italy,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
35-39,11+ years,France,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,Groovy,I love my job,Male,Ubuntu
30-34,6 - 10 years,Australia,"$60,000 - $80,000",,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,2 - 5 years,United States,"$60,000 - $80,000",,,,,C++,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
30-34,2 - 5 years,Chile,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
20-24,1 - 2 years,Germany,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Windows 7
Prefer not to disclose,6 - 10 years,Germany,Rather not say,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,Slovakia,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
< 20,1 - 2 years,Italy,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 8
20-24,2 - 5 years,Ukraine,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
35-39,11+ years,United Kingdom,"$120,000 - $140,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,11+ years,Israel,Rather not say,,,,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,Sharepoint,,,SQL Server,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
40-50,11+ years,Croatia,"$20,000 - $40,000",,,,,C++,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,1 - 2 years,United Kingdom,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,VBA,I'm somewhat satisfied with my job,Male,Windows XP
40-50,11+ years,Spain,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,Delphi,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
40-50,11+ years,Germany,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
