string_field_3,string_field_5,string_field_0,string_field_7,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_51,string_field_52,string_field_53,string_field_4,string_field_67,string_field_9
25-29,6/10/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,VB,Male,Mac OS X,6/15/2014
< 20,6/10/2014,Switzerland,"<$20,000",C,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Ubuntu,6/15/2014
25-29,2/5/2014,Venezuela,"<$20,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 8,100
20-24,2/5/2014,Brazil,"<$20,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
35-39,11,United Kingdom,"$100,000 - $120,000",,,C#,Java,JavaScript,Node.js,,,,,SQL,,Male,Windows 7,1/5/2014
40-50,11,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,United States,"$80,000 - $100,000",,,C#,,,,,,,,SQL,Silverlight,Male,Windows 7,1/5/2014
25-29,6/10/2014,United States,,,,,Java,JavaScript,Node.js,,,Python,Ruby,SQL,,Male,Mac OS X,50-100
30-34,6/10/2014,Canada,"$60,000 - $80,000",,,C#,,JavaScript,,,PHP,,,SQL,VB.Net,Male,Windows 7,1/5/2014
35-39,2/5/2014,Ukraine,"$20,000 - $40,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Windows 8,100
35-39,11,United Kingdom,"$60,000 - $80,000",,,C#,Java,JavaScript,Node.js,,PHP,,Ruby,SQL,,Male,Mac OS X,16-30
25-29,2/5/2014,United States,"$20,000 - $40,000",,C++,,,JavaScript,,,,Python,,SQL,ColdFusion,Male,Windows 7,1/5/2014
20-24,11,United States,"$60,000 - $80,000",,,,Java,JavaScript,Node.js,,,Python,Ruby,SQL,,Male,Windows 7,6/15/2014
30-34,6/10/2014,Sri Lanka,"<$20,000",,,,Java,,,,,,,,,Female,Windows 7,100
30-34,6/10/2014,Germany,"$60,000 - $80,000",C,,C#,,,,,,,,,,Male,Windows 7,50-100
35-39,6/10/2014,Canada,"$80,000 - $100,000",,,C#,,,,,,,,,C/AL (Microsoft Dynamics NAV),Male,Windows 7,6/15/2014
25-29,2/5/2014,United Kingdom,"$40,000 - $60,000",C,C++,,,JavaScript,,Objective-C,PHP,,,SQL,jQuery,Male,Windows 7,16-30
25-29,6/10/2014,Australia,"$60,000 - $80,000",,,,,,,Objective-C,,,,,,Male,Mac OS X,1/5/2014
40-50,11,United States,"$100,000 - $120,000",,C++,C#,,,,,,,,,,Male,Linux,100
30-34,11,United States,">$140,000",C,,,Java,,,Objective-C,,,Ruby,SQL,,Male,Mac OS X,16-30
35-39,11,Mexico,Rather not say,C,C++,C#,Java,JavaScript,,Objective-C,PHP,Python,,SQL,,Male,Windows XP,100
25-29,2/5/2014,United States,">$140,000",,,,,,,,,,,,kdb+,Male,Linux,6/15/2014
40-50,11,United States,"$80,000 - $100,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Windows XP,100
30-34,11,Italy,Rather not say,,C++,,,,,,,Python,,,"MATLAB, Assembly",Male,Windows 7,100
25-29,6/10/2014,Germany,"$80,000 - $100,000",,C++,,,,,,,,,SQL,R,Male,Linux,50-100
25-29,6/10/2014,Brazil,"$20,000 - $40,000",,,,Java,JavaScript,,,,Python,,,"Groovy, Scala",Male,Ubuntu,50-100
20-24,2/5/2014,Canada,Student / Unemployed,,C++,,Java,,,,,,,,,Male,Windows 7,1/5/2014
20-24,<2,United States,"$60,000 - $80,000",,,,Java,JavaScript,,,PHP,,Ruby,,,Male,Mac OS X,100
20-24,2/5/2014,Slovenia,Student / Unemployed,,,C#,,,,,,,,,,Male,Windows 7,100
< 20,<2,Pakistan,Student / Unemployed,,,C#,Java,,,,PHP,,,,HTML / CSS,Male,Windows 7,
25-29,11,New Zealand,Student / Unemployed,C,C++,,,JavaScript,,,,Python,,,,Male,Ubuntu,100
20-24,2/5/2014,United States,"$40,000 - $60,000",C,C++,,,JavaScript,,,,Python,,,"awk,perl,bash",Male,Linux,100
35-39,<2,United States,"$40,000 - $60,000",,,,Java,,,,,,,,,Male,Windows 8,31-50
25-29,2/5/2014,New Zealand,Rather not say,,,,,JavaScript,,,PHP,,,,,Male,Ubuntu,1/5/2014
25-29,11,Norway,"$60,000 - $80,000",,,C#,,,,,,,,,,Male,Windows 7,6/15/2014
25-29,2/5/2014,United Kingdom,"$40,000 - $60,000",,,C#,Java,JavaScript,,Objective-C,,,,SQL,,Male,Windows 8,6/15/2014
30-34,6/10/2014,United States,"$80,000 - $100,000",,,,,JavaScript,,,,,Ruby,,Coldfusion,Male,Mac OS X,31-50
25-29,2/5/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,United States,"$120,000 - $140,000",,,C#,Java,,,,,,,,,Male,Windows 7,100
25-29,2/5/2014,India,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Ubuntu,50-100
30-34,6/10/2014,Ireland,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
25-29,2/5/2014,United Kingdom,"$60,000 - $80,000",,C++,C#,,JavaScript,,,,,,SQL,,Male,Windows 8,1/5/2014
25-29,6/10/2014,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,50-100
30-34,11,United States,"$120,000 - $140,000",,,,,JavaScript,,,,,Ruby,,,Male,Mac OS X,16-30
30-34,2/5/2014,United States,"$60,000 - $80,000",C,,,,JavaScript,,Objective-C,PHP,Python,Ruby,SQL,,Male,Mac OS X,6/15/2014
30-34,11,United States,">$140,000",C,C++,C#,Java,JavaScript,,Objective-C,PHP,,,SQL,,Male,Windows 7,100
30-34,11,Australia,"$80,000 - $100,000",,,C#,,JavaScript,Node.js,,,,,SQL,,Male,Windows 8,100
20-24,2/5/2014,United States,Rather not say,,C++,,Java,JavaScript,,Objective-C,,,Ruby,,,Male,Mac OS X,1/5/2014
30-34,11,Czech Republic,Rather not say,C,C++,C#,Java,JavaScript,,,PHP,Python,,SQL,,Male,Windows 7,31-50
35-39,11,United States,Rather not say,,,C#,Java,,,,,,,,,Male,Windows 7,6/15/2014
30-34,6/10/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,Python,,,,Male,Windows 7,1/5/2014
25-29,6/10/2014,Canada,"$20,000 - $40,000",,,C#,,,,Objective-C,,Python,,SQL,,Male,Windows 8,100
35-39,11,United States,"$120,000 - $140,000",,,,,,,Objective-C,,,,,,Male,Mac OS X,16-30
25-29,2/5/2014,Singapore,"$40,000 - $60,000",C,C++,,,,,Objective-C,,,,,,Male,Mac OS X,6/15/2014
30-34,6/10/2014,United States,Rather not say,,,,Java,JavaScript,,,,,,,,Prefer not to disclose,Mac OS X,16-30
35-39,11,Ireland,"$80,000 - $100,000",C,,,Java,,,,,Python,,,,Male,Windows 7,31-50
35-39,11,United States,"$100,000 - $120,000",,C++,,Java,JavaScript,,,,,,,,Male,Windows 7,100
20-24,2/5/2014,United States,"$40,000 - $60,000",C,C++,C#,,,,,,,,,"Lua, x86 ASM",Male,Windows 7,1/5/2014
40-50,11,Germany,,,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
40-50,11,Japan,Rather not say,,C++,,,JavaScript,,,,,Ruby,,,Male,Mac OS X,6/15/2014
25-29,11,France,"$20,000 - $40,000",,,,,,,,,Python,Ruby,,,Male,Ubuntu,31-50
30-34,6/10/2014,Italy,"$20,000 - $40,000",,,,,,,,,,,,VB.NET,Male,Windows 7,50-100
25-29,2/5/2014,India,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,jquery,Male,Linux,6/15/2014
20-24,2/5/2014,Estonia,"$20,000 - $40,000",,,C#,Java,,,,,Python,,SQL,,Male,Windows 7,6/15/2014
20-24,<2,Germany,Rather not say,,,,,,,,,,Ruby,,,Male,Mac OS X,16-30
25-29,6/10/2014,Russia,Rather not say,,,,Java,,,,,Python,,,,Male,Windows 7,100
25-29,2/5/2014,Germany,"$40,000 - $60,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Ubuntu,50-100
35-39,11,Ireland,"$80,000 - $100,000",,,C#,,JavaScript,Node.js,,,,,SQL,,Male,Windows 8,1/5/2014
30-34,11,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,Python,,SQL,,Male,Mac OS X,100
30-34,6/10/2014,Germany,"$80,000 - $100,000",,,C#,,JavaScript,,,,Python,Ruby,SQL,,Male,Windows 8,16-30
20-24,2/5/2014,Sweden,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 8,1/5/2014
40-50,11,United States,,,,,,JavaScript,,,PHP,,,,,Male,Mac OS X,1/5/2014
30-34,6/10/2014,Ireland,,,,C#,,JavaScript,,,PHP,,,SQL,,Male,Windows 7,1/5/2014
25-29,2/5/2014,Sri Lanka,"<$20,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,100
35-39,11,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,PHP,Python,,SQL,,Male,Windows 7,100
30-34,6/10/2014,Germany,"$40,000 - $60,000",,,,Java,JavaScript,Node.js,,PHP,,,SQL,,Male,Windows 7,100
20-24,2/5/2014,Germany,Student / Unemployed,C,,,,JavaScript,,,PHP,,Ruby,,Go,Male,Mac OS X,6/15/2014
30-34,6/10/2014,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,"CoffeeScript, AngularJS, GruntJS",Male,Windows 7,6/15/2014
25-29,6/10/2014,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,11,Spain,"$20,000 - $40,000",,,C#,Java,,,,,,,,,Male,Windows XP,1/5/2014
30-34,11,United States,"$120,000 - $140,000",,C++,C#,,,,,,,,SQL,,Male,Windows 7,6/15/2014
25-29,2/5/2014,India,Rather not say,,,,,,,Objective-C,,,,,,Male,Mac OS X,100
25-29,6/10/2014,Czech Republic,,C,C++,C#,Java,,,Objective-C,,,Ruby,,,Male,Mac OS X,16-30
30-34,6/10/2014,Netherlands,Rather not say,,,,,,,Objective-C,,,Ruby,,,Male,Mac OS X,31-50
25-29,6/10/2014,United States,"$80,000 - $100,000",,,,,JavaScript,,Objective-C,,,,,,Male,Mac OS X,1/5/2014
25-29,2/5/2014,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,,Objective-C,,Python,,SQL,,Male,Windows 8,1/5/2014
25-29,2/5/2014,Netherlands,"$40,000 - $60,000",C,C++,,Java,,,,,Python,,,,Male,Ubuntu,100
51-60,11,United States,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,6/10/2014,Morocco,Rather not say,,,,Java,JavaScript,Node.js,Objective-C,PHP,,,SQL,,Male,Mac OS X,6/15/2014
40-50,11,France,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
20-24,6/10/2014,United Kingdom,"$40,000 - $60,000",C,,,,,,,,Python,,,Matlab,Male,Windows 7,100
30-34,2/5/2014,United States,"$40,000 - $60,000",,,,,,,,,Python,,,Applescript,Male,Mac OS X,1/5/2014
30-34,2/5/2014,Hong Kong,"$60,000 - $80,000",,C++,,,,,,,,,,,Male,Ubuntu,6/15/2014
35-39,11,United Kingdom,"$60,000 - $80,000",,,C#,,,,,PHP,,,SQL,vb.net,Male,Windows 8,100
25-29,6/10/2014,United States,"$80,000 - $100,000",,,,Java,,,,,Python,,SQL,,Male,Windows XP,6/15/2014
20-24,<2,Netherlands,Student / Unemployed,,,,,,,,PHP,Python,,,,Male,Mac OS X,1/5/2014
20-24,<2,United States,,,,C#,Java,JavaScript,,,,Python,,,,Male,Windows 7,1/5/2014
20-24,2/5/2014,Australia,"$20,000 - $40,000",,,,,,,,,,,,R,Male,Mac OS X,1/5/2014
20-24,2/5/2014,Australia,"$40,000 - $60,000",,,,Java,JavaScript,,,PHP,,,SQL,,Male,Windows 7,31-50
20-24,6/10/2014,Iran,"<$20,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Mac OS X,6/15/2014
20-24,6/10/2014,Hungary,Rather not say,,,C#,Java,JavaScript,,,PHP,,,SQL,,Male,Windows 7,16-30
20-24,<2,India,Rather not say,,,,,,,,,,,SQL,,Male,Windows 7,31-50
30-34,11,Russia,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
25-29,6/10/2014,Germany,"$40,000 - $60,000",,C++,,,JavaScript,Node.js,,PHP,,,,,Male,Mac OS X,1/5/2014
25-29,2/5/2014,Romania,"<$20,000",,,,,JavaScript,,,,,,,,Male,Mac OS X,6/15/2014
30-34,11,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
40-50,11,Canada,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Linux,6/15/2014
30-34,6/10/2014,United States,Rather not say,,,C#,,JavaScript,,,,,,SQL,,Male,Mac OS X,16-30
35-39,11,United States,"$120,000 - $140,000",,,,Java,JavaScript,Node.js,,,Python,,,Clojure,Male,Linux,100
25-29,11,Germany,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,Ruby,SQL,,Male,Mac OS X,1/5/2014
30-34,6/10/2014,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,,,Male,Windows 8,6/15/2014
25-29,6/10/2014,United States,"$20,000 - $40,000",,,,,JavaScript,Node.js,,,,,SQL,VB.Net,Male,Windows 7,6/15/2014
25-29,6/10/2014,United States,"$80,000 - $100,000",,C++,C#,Java,,,,,Python,,,,Male,Windows 7,31-50
40-50,11,Germany,"$100,000 - $120,000",,,C#,,,,,,,,,WPF,Male,Windows 8,100
35-39,6/10/2014,United States,,,,C#,,,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,2/5/2014,Russia,,,C++,,Java,,,Objective-C,,Python,,,,Male,Linux,100
20-24,<2,France,,,,,Java,,,,,,,SQL,Scala,Male,Fedora,100
25-29,6/10/2014,United Kingdom,"$40,000 - $60,000",,,C#,Java,,,,,,,,VBS,Male,Other,100
40-50,11,Sweden,"$60,000 - $80,000",,,,,,Node.js,,,,,,bash,Male,Mac OS X,100
35-39,11,United States,"$80,000 - $100,000",C,,,,,,,PHP,,,SQL,Bash Scripting,Male,Ubuntu,100
30-34,6/10/2014,India,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,"SDL Tridion, WCF, Alfresco, Spring MVC",Male,Windows 7,100
30-34,11,India,Rather not say,,,C#,Java,,,,,,,SQL,,Male,Windows 7,16-30
30-34,6/10/2014,Germany,"$60,000 - $80,000",,,,,,,,,Python,,,FORTRAN matlab sh,Male,Other,100
30-34,11,United States,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,100
20-24,11,Germany,">$140,000",C,,C#,,JavaScript,,,PHP,,,SQL,Tcl,Prefer not to disclose,Windows 7,16-30
30-34,6/10/2014,United States,"$100,000 - $120,000",C,C++,,Java,,,,,Python,Ruby,,,Male,Mac OS X,16-30
20-24,2/5/2014,Canada,"$80,000 - $100,000",,,,,JavaScript,,,,Python,,,,Male,Mac OS X,100
40-50,11,France,"$100,000 - $120,000",,,,Java,,,,,,,SQL,,Male,Ubuntu,50-100
20-24,6/10/2014,Ukraine,"$40,000 - $60,000",C,C++,,,,,,,Python,,,"Go, Redis, MongoDB",Male,Ubuntu,50-100
20-24,2/5/2014,United States,"$40,000 - $60,000",,,C#,,JavaScript,,Objective-C,PHP,,,,,Female,Mac OS X,16-30
< 20,2/5/2014,United Kingdom,Rather not say,,,C#,,JavaScript,,,,,,SQL,TypedScript,Male,Windows 7,6/15/2014
25-29,6/10/2014,United States,"$80,000 - $100,000",,,,,JavaScript,,,,,,,Coldfusion,Male,Windows 7,1/5/2014
30-34,6/10/2014,United States,"$100,000 - $120,000",C,,,,,,,PHP,,,SQL,,Male,Windows 7,100
40-50,11,Singapore,"$20,000 - $40,000",,,,Java,JavaScript,Node.js,,,,,SQL,,Male,Windows 7,31-50
25-29,2/5/2014,India,Rather not say,,,C#,,JavaScript,,,,,,SQL,,Male,Windows 8,16-30
30-34,11,United Kingdom,Rather not say,,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,16-30
30-34,11,United States,">$140,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,11,United States,"$40,000 - $60,000",,,,,JavaScript,Node.js,,PHP,,,,,Male,Ubuntu,1/5/2014
25-29,6/10/2014,Russia,"$40,000 - $60,000",,,,,JavaScript,,,,,,,,Male,Windows 7,100
30-34,6/10/2014,United States,,,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
35-39,11,France,"$60,000 - $80,000",,,,Java,JavaScript,Node.js,,,,,SQL,,Male,Windows 7,100
20-24,2/5/2014,India,Rather not say,C,,,,JavaScript,,,PHP,Python,,SQL,,Male,Linux,6/15/2014
35-39,11,Germany,"$120,000 - $140,000",,,C#,,,,,,,,SQL,,Male,Windows 7,100
25-29,<2,Romania,"<$20,000",C,C++,C#,,,,,,,,,,Male,Windows 7,100
25-29,2/5/2014,Bangladesh,"<$20,000",C,,C#,Java,,,,,,,SQL,,Prefer not to disclose,Windows 7,50-100
25-29,2/5/2014,Vietnam,"<$20,000",C,C++,,Java,,,,,,,,,Male,Windows 7,100
25-29,6/10/2014,United States,"$40,000 - $60,000",C,C++,,,JavaScript,,,PHP,Python,,SQL,,Male,Linux,16-30
30-34,6/10/2014,United States,,,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,100
30-34,11,Bolivia,"$20,000 - $40,000",,,C#,Java,JavaScript,Node.js,,,,,,,Male,Windows 7,50-100
25-29,2/5/2014,Canada,"$80,000 - $100,000",,,,Java,,,,,,,SQL,,Male,Linux,16-30
40-50,11,Germany,"$100,000 - $120,000",,,,Java,,,Objective-C,PHP,,,SQL,,Male,Mac OS X,6/15/2014
30-34,11,United States,"$60,000 - $80,000",,,,,JavaScript,,,,,,SQL,,Male,Windows 8,16-30
25-29,6/10/2014,Belgium,"$20,000 - $40,000",,,,,JavaScript,,,,Python,,SQL,,Male,Mac OS X,50-100
40-50,11,Sweden,Student / Unemployed,C,C++,C#,Java,,,,,,,SQL,,Male,Windows 7,
25-29,6/10/2014,Ukraine,Rather not say,,,,Java,JavaScript,,,,,,SQL,,Male,Linux,100
25-29,2/5/2014,Spain,"$20,000 - $40,000",C,,,,,,,,Python,,SQL,,Male,Linux,1/5/2014
20-24,2/5/2014,India,Rather not say,,,C#,,,,,,,,SQL,JQuery,Male,Windows 7,31-50
25-29,6/10/2014,Peru,"$20,000 - $40,000",C,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
25-29,2/5/2014,Canada,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,,Male,Windows 8,1/5/2014
40-50,6/10/2014,United States,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,6/10/2014,Australia,Rather not say,,,,Java,JavaScript,,Objective-C,PHP,,Ruby,SQL,,Male,Mac OS X,6/15/2014
20-24,2/5/2014,India,Rather not say,,,C#,,JavaScript,,,,,,SQL,,Male,Windows 8,31-50
25-29,2/5/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,16-30
20-24,2/5/2014,Bangladesh,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,,Female,Windows 7,1/5/2014
20-24,6/10/2014,Germany,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,,,Male,Linux,6/15/2014
25-29,6/10/2014,Russia,"$20,000 - $40,000",,,C#,Java,JavaScript,,,PHP,,Ruby,SQL,,Male,Windows 7,6/15/2014
40-50,11,Singapore,"$40,000 - $60,000",,,,Java,JavaScript,Node.js,,,,,SQL,,Male,Windows 7,50-100
35-39,11,Poland,Rather not say,,,,,JavaScript,Node.js,,PHP,Python,,SQL,,Male,Debian,1/5/2014
25-29,2/5/2014,Australia,Student / Unemployed,,,,Java,JavaScript,,,PHP,,,SQL,,Male,Windows 7,1/5/2014
30-34,11,United States,"$120,000 - $140,000",,,,Java,JavaScript,Node.js,Objective-C,PHP,Python,,SQL,AngularJS,Male,Debian,100
30-34,6/10/2014,Romania,"$20,000 - $40,000",C,C++,C#,Java,JavaScript,Node.js,,,,,SQL,,Male,Windows 8,100
30-34,2/5/2014,Denmark,"$60,000 - $80,000",,,,,JavaScript,Node.js,,PHP,Python,,,Go,Male,Windows 7,1/5/2014
20-24,6/10/2014,Brazil,Rather not say,,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Windows 7,1/5/2014
25-29,6/10/2014,Jordan,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,31-50
30-34,2/5/2014,Ireland,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
20-24,2/5/2014,Portugal,"<$20,000",,,C#,,,,,,,,,"XAML, AS3, SQL",Male,Windows 7,16-30
30-34,6/10/2014,United States,"$60,000 - $80,000",,,,Java,,,Objective-C,,,,SQL,,Male,Windows 7,6/15/2014
20-24,6/10/2014,United Arab Emirates,"<$20,000",,C++,C#,Java,,,Objective-C,PHP,,,SQL,,Male,Mac OS X,6/15/2014
51-60,11,United States,"$100,000 - $120,000",C,C++,C#,,,,,,,,,,Male,Windows 7,100
30-34,6/10/2014,Germany,"$80,000 - $100,000",,C++,C#,,,,,,,,,,Male,Windows 8,16-30
25-29,2/5/2014,Finland,Rather not say,,,C#,,JavaScript,,,PHP,,,,,Male,Mac OS X,1/5/2014
25-29,2/5/2014,Bulgaria,Rather not say,C,,,Java,,,Objective-C,,Python,,,,Male,Mac OS X,100
25-29,2/5/2014,Singapore,"$60,000 - $80,000",,,,Java,,,Objective-C,,Python,,,,Male,Mac OS X,6/15/2014
20-24,2/5/2014,United Kingdom,Rather not say,C,,,,,,,,Python,,,,Male,Mac OS X,100
30-34,6/10/2014,Israel,Rather not say,,,C#,,JavaScript,,,,,,,,Male,Windows 8,6/15/2014
25-29,6/10/2014,Pakistan,"<$20,000",C,,,Java,JavaScript,,Objective-C,PHP,,,SQL,,Male,Mac OS X,31-50
40-50,11,United Kingdom,"$100,000 - $120,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,2/5/2014,United States,"$40,000 - $60,000",,,C#,,,,,,,,SQL,"VBA, R",Male,Windows 7,
25-29,6/10/2014,United States,"$80,000 - $100,000",,,,Java,,,,,,Ruby,,,Male,Mac OS X,100
< 20,2/5/2014,United States,Student / Unemployed,,,C#,,,,Objective-C,,,Ruby,,,Male,Mac OS X,1/5/2014
20-24,2/5/2014,Australia,Student / Unemployed,,,C#,Java,,,,PHP,Python,,SQL,,Male,Windows 8,
40-50,11,United Kingdom,"$60,000 - $80,000",,,,Java,JavaScript,,,PHP,,,SQL,,Male,Windows 7,1/5/2014
25-29,2/5/2014,India,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Windows 7,100
25-29,6/10/2014,Russia,"$40,000 - $60,000",,,,,JavaScript,Node.js,,,,,,lua,Male,Ubuntu,1/5/2014
25-29,2/5/2014,Canada,"$40,000 - $60,000",,,,Java,JavaScript,,,,Python,,SQL,ASP (sadly),Male,Windows 7,1/5/2014
20-24,6/10/2014,United Kingdom,"$20,000 - $40,000",,,,Java,JavaScript,,,PHP,,,SQL,,Male,Linux,1/5/2014
25-29,2/5/2014,Russia,"$20,000 - $40,000",,,,,JavaScript,Node.js,,PHP,,,SQL,go,Male,Ubuntu,1/5/2014
35-39,11,Italy,"$60,000 - $80,000",C,C++,C#,,JavaScript,Node.js,,,Python,,SQL,,Male,Mac OS X,31-50
30-34,11,Ireland,"$80,000 - $100,000",,,C#,,JavaScript,Node.js,,PHP,,Ruby,,,Male,Windows 7,50-100
35-39,11,Australia,"$80,000 - $100,000",,C++,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
40-50,11,Italy,,C,,,,JavaScript,,,PHP,,,SQL,Perl,Male,Debian,1/5/2014
40-50,2/5/2014,United States,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,Russia,"$20,000 - $40,000",,,C#,,,,,,,,SQL,,Male,Windows 8,16-30
51-60,11,Netherlands,"$60,000 - $80,000",,,C#,,,,,,,,SQL,Delphi,Female,Windows 7,16-30
51-60,11,United States,,,,,Java,,,,,Python,,SQL,,Male,Linux,31-50
20-24,<2,United States,"$60,000 - $80,000",,,C#,,,,,,,,,,Male,Windows 8,1/5/2014
20-24,2/5/2014,India,"<$20,000",,,,Java,JavaScript,,,,Python,,,,Male,Linux,100
25-29,2/5/2014,Colombia,"<$20,000",,,C#,Java,JavaScript,,Objective-C,,,,SQL,jQuery,Male,Mac OS X,16-30
35-39,2/5/2014,United Kingdom,"$40,000 - $60,000",,,,,JavaScript,,Objective-C,,,Ruby,,,Male,Mac OS X,100
20-24,11,United States,"$40,000 - $60,000",C,C++,C#,Java,JavaScript,Node.js,Objective-C,,Python,,SQL,,Male,Mac OS X,1/5/2014
20-24,2/5/2014,Spain,"<$20,000",C,C++,,,,,,,Python,Ruby,,,Male,Ubuntu,31-50
25-29,6/10/2014,Russia,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,,,Male,Windows 7,16-30
40-50,11,United Kingdom,"$100,000 - $120,000",C,,,Java,JavaScript,,,,Python,,SQL,,Male,Windows XP,100
30-34,6/10/2014,Spain,"$40,000 - $60,000",,,,Java,JavaScript,Node.js,,,Python,,SQL,"clojure, scala",Male,Linux,6/15/2014
25-29,<2,United States,"$20,000 - $40,000",,C++,C#,,,,,,Python,,,,Male,Windows 7,1/5/2014
20-24,6/10/2014,Bulgaria,Student / Unemployed,,C++,C#,,,,,,,,,,Male,Windows XP,
25-29,2/5/2014,United States,"$120,000 - $140,000",C,C++,,,,,,,Python,,,,Male,Ubuntu,6/15/2014
35-39,11,Ireland,"$80,000 - $100,000",,C++,,,,,,,Python,,,,Male,Mac OS X,100
25-29,11,United States,"$100,000 - $120,000",,,,,JavaScript,,,PHP,,,,,Male,Mac OS X,31-50
< 20,2/5/2014,Singapore,Student / Unemployed,,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Windows 7,
30-34,6/10/2014,United Kingdom,"$120,000 - $140,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Windows 7,100
35-39,11,United States,"$120,000 - $140,000",,,,,,,,,,,,scala,Male,Mac OS X,100
25-29,6/10/2014,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,Node.js,,PHP,,Ruby,SQL,,Male,Windows 8,6/15/2014
25-29,6/10/2014,Canada,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,knockout.js,Male,Windows 8,16-30
20-24,2/5/2014,Bulgaria,Rather not say,,C++,,Java,JavaScript,,,PHP,,,SQL,Delphi,Male,Windows 7,1/5/2014
30-34,2/5/2014,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,,,SQL,VBA,Male,Windows 7,1/5/2014
40-50,11,United States,">$140,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 8,1/5/2014
35-39,6/10/2014,Germany,"$40,000 - $60,000",,,,,,,,PHP,,Ruby,SQL,,Male,Ubuntu,100
51-60,11,United States,">$140,000",C,,,Java,,,,,Python,,SQL,Proprietary,Male,Windows 7,100
